passo,horario,temp_real,setpoint,acao,recompensa
1,17:01:28,29.81,25.0,-0.3,-4.81
2,17:01:28,29.76,25.0,-0.3,-4.76
3,17:01:29,29.72,25.0,-0.3,-4.72
4,17:01:30,29.69,25.0,-0.3,-4.69
5,17:01:31,29.66,25.0,-0.3,-4.66
6,17:01:32,29.61,25.0,-0.3,-4.61
7,17:01:33,29.53,25.0,-0.3,-4.53
8,17:01:34,29.5,25.0,-0.3,-4.5
9,17:01:35,29.47,25.0,-0.3,-4.47
10,17:01:36,29.42,25.0,-0.3,-4.42
11,17:01:37,29.38,25.0,-0.3,-4.38
12,17:01:38,29.33,25.0,-0.3,-4.33
13,17:01:39,29.29,25.0,-0.3,-4.29
14,17:01:40,29.24,25.0,-0.3,-4.24
15,17:01:41,29.17,25.0,-0.3,-4.17
16,17:01:42,29.11,25.0,-0.3,-4.11
17,17:01:43,29.07,25.0,-0.3,-4.07
18,17:01:44,29.02,25.0,-0.3,-4.02
19,17:01:45,28.94,25.0,-0.3,-3.94
20,17:01:46,28.9,95.0,1.0,-66.1
21,17:01:47,28.85,95.0,1.0,-66.15
22,17:01:48,28.77,95.0,1.0,-66.23
23,17:01:49,28.69,95.0,1.0,-66.31
24,17:01:50,28.68,95.0,1.0,-66.32
25,17:01:51,28.63,95.0,1.0,-66.37
26,17:01:51,28.63,95.0,1.0,-66.37
27,17:01:52,28.67,95.0,1.0,-66.33
28,17:01:53,28.73,95.0,1.0,-66.27
29,17:01:54,28.82,95.0,1.0,-66.18
30,17:01:55,28.92,95.0,1.0,-66.08
31,17:01:56,29.08,95.0,1.0,-65.92
32,17:01:57,29.22,95.0,1.0,-65.78
33,17:01:58,29.39,95.0,1.0,-65.61
34,17:01:59,29.59,95.0,1.0,-65.41
35,17:02:00,29.84,95.0,1.0,-65.16
36,17:02:01,30.12,95.0,1.0,-64.88
37,17:02:02,30.36,95.0,1.0,-64.64
38,17:02:03,30.66,95.0,1.0,-64.34
39,17:02:04,30.98,95.0,1.0,-64.02
40,17:02:05,31.28,95.0,1.0,-63.72
41,17:02:06,31.65,95.0,1.0,-63.35
42,17:02:07,31.97,95.0,1.0,-63.03
43,17:02:08,32.34,95.0,1.0,-62.66
44,17:02:09,32.69,95.0,1.0,-62.31
45,17:02:10,33.07,95.0,1.0,-61.93
46,17:02:11,33.47,95.0,1.0,-61.53
47,17:02:12,33.86,95.0,1.0,-61.14
48,17:02:13,34.31,95.0,1.0,-60.69
49,17:02:14,34.71,95.0,1.0,-60.29
50,17:02:15,35.1,95.0,1.0,-59.9
51,17:02:15,35.58,95.0,1.0,-59.42
52,17:02:16,35.97,95.0,1.0,-59.03
53,17:02:17,36.47,95.0,1.0,-58.53
54,17:02:18,36.91,95.0,1.0,-58.09
55,17:02:19,37.34,95.0,1.0,-57.66
56,17:02:20,37.84,95.0,1.0,-57.16
57,17:02:21,38.28,95.0,1.0,-56.72
58,17:02:22,38.78,95.0,1.0,-56.22
59,17:02:23,39.22,95.0,1.0,-55.78
60,17:02:24,39.72,95.0,1.0,-55.28
61,17:02:25,40.19,95.0,1.0,-54.81
62,17:02:26,40.66,95.0,1.0,-54.34
63,17:02:27,41.16,95.0,1.0,-53.84
64,17:02:28,41.64,95.0,1.0,-53.36
65,17:02:29,42.16,95.0,1.0,-52.84
66,17:02:30,42.61,95.0,1.0,-52.39
67,17:02:31,43.09,95.0,1.0,-51.91
68,17:02:32,43.59,95.0,1.0,-51.41
69,17:02:33,44.03,95.0,1.0,-50.97
70,17:02:34,44.58,95.0,1.0,-50.42
71,17:02:35,45.03,95.0,1.0,-49.97
72,17:02:36,45.51,95.0,1.0,-49.49
73,17:02:37,46.03,95.0,1.0,-48.97
74,17:02:37,46.48,95.0,1.0,-48.52
75,17:02:38,47.03,95.0,1.0,-47.97
76,17:02:39,47.47,95.0,1.0,-47.53
77,17:02:40,48.0,95.0,1.0,-47.0
78,17:02:41,48.47,95.0,1.0,-46.53
79,17:02:42,48.91,95.0,1.0,-46.09
80,17:02:43,49.45,95.0,1.0,-45.55
81,17:02:44,49.91,95.0,1.0,-45.09
82,17:02:45,50.41,95.0,1.0,-44.59
83,17:02:46,50.84,95.0,1.0,-44.16
84,17:02:47,51.29,95.0,1.0,-43.71
85,17:02:48,51.81,95.0,1.0,-43.19
86,17:02:49,52.25,95.0,1.0,-42.75
87,17:02:50,52.75,95.0,1.0,-42.25
88,17:02:51,53.22,95.0,1.0,-41.78
89,17:02:52,53.72,95.0,1.0,-41.28
90,17:02:53,54.16,95.0,1.0,-40.84
91,17:02:54,54.59,95.0,1.0,-40.41
92,17:02:55,55.09,95.0,1.0,-39.91
93,17:02:56,55.48,95.0,1.0,-39.52
94,17:02:57,55.97,95.0,1.0,-39.03
95,17:02:58,56.41,95.0,1.0,-38.59
96,17:02:59,56.84,95.0,1.0,-38.16
97,17:02:59,57.29,95.0,1.0,-37.71
98,17:03:00,57.72,95.0,1.0,-37.28
99,17:03:01,58.2,95.0,1.0,-36.8
100,17:03:02,58.63,95.0,1.0,-36.37
101,17:03:03,59.05,95.0,1.0,-35.95
102,17:03:04,59.5,95.0,1.0,-35.5
103,17:03:05,59.91,95.0,1.0,-35.09
104,17:03:06,60.38,95.0,1.0,-34.62
105,17:03:07,60.77,95.0,1.0,-34.23
106,17:03:08,61.16,95.0,1.0,-33.84
107,17:03:09,61.64,95.0,1.0,-33.36
108,17:03:10,62.01,95.0,1.0,-32.99
109,17:03:11,62.42,95.0,1.0,-32.58
110,17:03:12,62.82,95.0,1.0,-32.18
111,17:03:13,63.18,95.0,1.0,-31.82
112,17:03:14,63.66,95.0,1.0,-31.34
113,17:03:15,64.05,95.0,1.0,-30.95
114,17:03:16,64.45,95.0,1.0,-30.55
115,17:03:17,64.81,95.0,1.0,-30.19
116,17:03:18,65.26,95.0,1.0,-29.74
117,17:03:19,65.62,95.0,1.0,-29.38
118,17:03:20,66.01,95.0,1.0,-28.99
