passo,horario,temp_real,setpoint,acao,recompensa
1,16:41:32,22.37,25.0,0.587,-2.63
2,16:41:33,22.37,25.0,0.587,-2.63
3,16:41:34,22.37,25.0,0.587,-2.63
4,16:41:35,22.37,25.0,0.587,-2.63
5,16:41:36,22.37,25.0,0.587,-2.63
6,16:41:36,22.41,25.0,0.587,-2.59
7,16:41:37,22.43,25.0,0.583,-2.57
8,16:41:38,22.51,25.0,0.581,-2.49
9,16:41:39,22.56,25.0,0.573,-2.44
10,16:41:40,22.66,25.0,0.567,-2.34
11,16:41:41,22.74,25.0,0.557,-2.26
12,16:41:42,22.85,25.0,0.548,-2.15
13,16:41:43,22.98,25.0,0.536,-2.02
14,16:41:44,23.11,25.0,0.522,-1.89
15,16:41:45,23.26,25.0,0.508,-1.74
16,16:41:46,23.4,25.0,0.491,-1.6
17,16:41:47,23.6,25.0,0.475,-1.4
18,16:41:48,23.77,25.0,0.453,-1.23
19,16:41:49,23.95,25.0,0.434,-1.05
20,16:41:50,24.16,95.0,1.0,-70.84
21,16:41:51,24.37,95.0,1.0,-70.63
22,16:41:52,24.59,95.0,1.0,-70.41
23,16:41:53,24.78,95.0,1.0,-70.22
24,16:41:54,25.0,95.0,1.0,-70.0
25,16:41:55,25.27,95.0,1.0,-69.73
26,16:41:56,25.0,95.0,1.0,-70.0
27,16:41:57,25.79,95.0,1.0,-69.21
28,16:41:58,26.09,95.0,1.0,-68.91
29,16:41:58,26.41,95.0,1.0,-68.59
30,16:41:59,26.72,95.0,1.0,-68.28
31,16:42:00,27.09,95.0,1.0,-67.91
32,16:42:01,27.44,95.0,1.0,-67.56
33,16:42:02,27.79,95.0,1.0,-67.21
34,16:42:03,28.19,95.0,1.0,-66.81
35,16:42:04,28.55,95.0,1.0,-66.45
36,16:42:05,29.0,95.0,1.0,-66.0
37,16:42:06,29.39,95.0,1.0,-65.61
38,16:42:07,29.79,95.0,1.0,-65.21
39,16:42:08,30.27,95.0,1.0,-64.73
40,16:42:09,30.66,95.0,1.0,-64.34
41,16:42:10,31.16,95.0,1.0,-63.84
42,16:42:11,31.59,95.0,1.0,-63.41
