passo,horario,temp_real,setpoint,acao,recompensa
1,17:16:21,59.84,25.0,-0.3,-34.84
2,17:16:22,59.63,25.0,0.0,-34.63
3,17:16:23,59.44,25.0,0.0,-34.44
4,17:16:24,59.19,25.0,0.0,-34.19
5,17:16:25,59.01,25.0,0.0,-34.01
6,17:16:26,58.76,25.0,0.0,-33.76
7,17:16:27,58.48,25.0,0.0,-33.48
8,17:16:28,58.31,25.0,0.0,-33.31
9,17:16:29,58.09,25.0,0.0,-33.09
10,17:16:30,57.93,25.0,0.0,-32.93
11,17:16:31,57.69,25.0,0.0,-32.69
12,17:16:32,57.49,25.0,0.0,-32.49
13,17:16:33,57.34,25.0,0.0,-32.34
14,17:16:34,57.09,25.0,0.0,-32.09
15,17:16:35,56.91,25.0,0.0,-31.91
16,17:16:36,56.71,25.0,0.0,-31.71
17,17:16:37,56.54,25.0,0.0,-31.54
18,17:16:38,56.34,25.0,0.0,-31.34
19,17:16:39,56.16,25.0,0.0,-31.16
20,17:16:40,55.93,95.0,1.0,-39.07
21,17:16:41,55.76,95.0,1.0,-39.24
22,17:16:42,55.58,95.0,1.0,-39.42
23,17:16:43,55.41,95.0,1.0,-39.59
24,17:16:44,55.21,95.0,1.0,-39.79
25,17:16:45,55.08,95.0,1.0,-39.92
26,17:16:46,54.99,95.0,1.0,-40.01
27,17:16:46,54.86,95.0,1.0,-40.14
28,17:16:47,54.79,95.0,1.0,-40.21
29,17:16:48,54.74,95.0,1.0,-40.26
30,17:16:49,54.7,95.0,1.0,-40.3
31,17:16:50,54.72,95.0,1.0,-40.28
32,17:16:51,54.75,95.0,1.0,-40.25
33,17:16:52,54.75,95.0,1.0,-40.25
34,17:16:53,54.82,95.0,1.0,-40.18
35,17:16:54,54.91,95.0,1.0,-40.09
36,17:16:55,55.01,95.0,1.0,-39.99
37,17:16:56,55.13,95.0,1.0,-39.87
38,17:16:57,55.28,95.0,1.0,-39.72
39,17:16:58,55.41,95.0,1.0,-39.59
40,17:16:59,55.56,95.0,1.0,-39.44
41,17:17:00,55.69,95.0,1.0,-39.31
42,17:17:01,55.88,95.0,1.0,-39.12
43,17:17:02,56.13,95.0,1.0,-38.87
44,17:17:03,56.3,95.0,1.0,-38.7
45,17:17:04,56.53,95.0,1.0,-38.47
46,17:17:05,56.75,95.0,1.0,-38.25
47,17:17:06,56.97,95.0,1.0,-38.03
48,17:17:07,57.23,95.0,1.0,-37.77
49,17:17:08,57.49,95.0,1.0,-37.51
50,17:17:09,57.79,95.0,1.0,-37.21
51,17:17:09,58.03,95.0,1.0,-36.97
52,17:17:10,58.29,95.0,1.0,-36.71
53,17:17:11,58.56,95.0,1.0,-36.44
54,17:17:12,58.86,95.0,1.0,-36.14
55,17:17:13,59.18,95.0,1.0,-35.82
56,17:17:14,59.45,95.0,1.0,-35.55
57,17:17:15,59.8,95.0,1.0,-35.2
58,17:17:16,60.08,95.0,1.0,-34.92
59,17:17:17,60.42,95.0,1.0,-34.58
60,17:17:18,60.7,95.0,1.0,-34.3
61,17:17:19,61.03,95.0,1.0,-33.97
62,17:17:20,61.38,95.0,1.0,-33.62
63,17:17:21,61.66,95.0,1.0,-33.34
64,17:17:22,62.01,95.0,1.0,-32.99
65,17:17:23,62.34,95.0,1.0,-32.66
66,17:17:24,62.66,95.0,1.0,-32.34
67,17:17:25,63.03,95.0,1.0,-31.97
68,17:17:26,63.34,95.0,1.0,-31.66
69,17:17:27,63.69,95.0,1.0,-31.31
70,17:17:28,64.03,95.0,1.0,-30.97
71,17:17:29,64.41,95.0,1.0,-30.59
72,17:17:30,64.72,95.0,1.0,-30.28
73,17:17:31,65.04,95.0,1.0,-29.96
74,17:17:31,65.44,95.0,1.0,-29.56
75,17:17:32,65.74,95.0,1.0,-29.26
76,17:17:33,66.12,95.0,1.0,-28.88
77,17:17:34,66.46,95.0,1.0,-28.54
78,17:17:35,66.81,95.0,1.0,-28.19
79,17:17:36,67.15,95.0,1.0,-27.85
80,17:17:37,67.5,95.0,1.0,-27.5
81,17:17:38,67.85,95.0,1.0,-27.15
82,17:17:39,68.22,95.0,1.0,-26.78
83,17:17:40,68.59,95.0,1.0,-26.41
84,17:17:41,68.91,95.0,1.0,-26.09
85,17:17:42,69.22,95.0,1.0,-25.78
86,17:17:43,69.62,95.0,1.0,-25.38
87,17:17:44,69.93,95.0,1.0,-25.07
88,17:17:45,70.31,95.0,1.0,-24.69
89,17:17:46,70.62,95.0,1.0,-24.38
90,17:17:47,70.95,95.0,1.0,-24.05
91,17:17:48,71.31,95.0,1.0,-23.69
92,17:17:49,71.61,95.0,1.0,-23.39
93,17:17:50,71.97,95.0,1.0,-23.03
94,17:17:51,72.3,95.0,1.0,-22.7
95,17:17:52,72.58,95.0,1.0,-22.42
96,17:17:53,72.98,95.0,1.0,-22.02
97,17:17:54,73.26,95.0,1.0,-21.74
98,17:17:55,73.61,95.0,1.0,-21.39
99,17:17:55,73.92,95.0,1.0,-21.08
100,17:17:56,74.22,95.0,1.0,-20.78
101,17:17:57,74.57,95.0,1.0,-20.43
102,17:17:58,74.85,95.0,1.0,-20.15
103,17:17:59,75.2,95.0,1.0,-19.8
104,17:18:00,75.51,95.0,1.0,-19.49
105,17:18:01,75.78,95.0,1.0,-19.22
106,17:18:02,76.1,95.0,1.0,-18.9
107,17:18:03,76.41,95.0,1.0,-18.59
108,17:18:04,76.71,95.0,1.0,-18.29
109,17:18:05,76.97,95.0,1.0,-18.03
110,17:18:06,77.24,95.0,1.0,-17.76
111,17:18:07,77.67,95.0,1.0,-17.33
112,17:18:08,77.97,95.0,1.0,-17.03
113,17:18:09,78.24,95.0,1.0,-16.76
114,17:18:10,78.56,95.0,1.0,-16.44
115,17:18:11,78.81,95.0,1.0,-16.19
116,17:18:12,79.11,95.0,1.0,-15.89
117,17:18:13,79.42,95.0,1.0,-15.58
118,17:18:14,79.68,95.0,1.0,-15.32
119,17:18:15,79.98,95.0,1.0,-15.02
120,17:18:16,80.24,95.0,1.0,-14.76
121,17:18:17,80.66,95.0,1.0,-14.34
122,17:18:18,80.96,95.0,1.0,-14.04
123,17:18:19,81.19,95.0,1.0,-13.81
124,17:18:20,81.46,95.0,1.0,-13.54
125,17:18:21,81.75,95.0,1.0,-13.25
126,17:18:22,81.98,95.0,1.0,-13.02
127,17:18:23,82.28,95.0,1.0,-12.72
128,17:18:24,82.54,95.0,1.0,-12.46
129,17:18:25,82.84,95.0,1.0,-12.16
130,17:18:26,83.09,95.0,1.0,-11.91
131,17:18:27,8.0,95.0,1.0,-87.0
132,17:18:28,83.58,95.0,1.0,-11.42
133,17:18:29,83.87,95.0,0.0,-11.13
134,17:18:30,84.12,95.0,1.0,-10.88
135,17:18:31,84.44,95.0,1.0,-10.56
136,17:18:32,84.69,95.0,1.0,-10.31
137,17:18:33,84.91,95.0,1.0,-10.09
138,17:18:34,85.12,95.0,1.0,-9.88
139,17:18:35,85.37,95.0,1.0,-9.63
140,17:18:36,85.59,55.0,-0.5,-30.59
141,17:18:37,85.87,55.0,-0.5,-30.87
142,17:18:38,86.07,55.0,-0.5,-31.07
143,17:18:39,86.31,55.0,-0.5,-31.31
144,17:18:40,86.49,55.0,-0.5,-31.49
145,17:18:41,86.69,55.0,-0.5,-31.69
146,17:18:42,86.89,55.0,-0.5,-31.89
147,17:18:43,87.01,55.0,-0.5,-32.01
148,17:18:44,87.11,55.0,-0.5,-32.11
149,17:18:45,87.2,55.0,-0.5,-32.2
150,17:18:46,87.28,55.0,-0.5,-32.28
151,17:18:46,87.31,55.0,-0.5,-32.31
152,17:18:47,87.31,55.0,-0.5,-32.31
153,17:18:48,87.31,55.0,-0.5,-32.31
154,17:18:49,87.31,55.0,-0.5,-32.31
155,17:18:50,87.27,55.0,-0.5,-32.27
156,17:18:51,87.2,55.0,-0.5,-32.2
157,17:18:52,87.14,55.0,-0.5,-32.14
158,17:18:53,87.06,55.0,-0.5,-32.06
159,17:18:54,86.97,55.0,-0.5,-31.97
160,17:18:55,86.82,55.0,-0.5,-31.82
161,17:18:56,86.69,55.0,0.0,-31.69
162,17:18:57,86.54,55.0,0.0,-31.54
163,17:18:58,86.37,55.0,0.0,-31.37
164,17:18:59,86.2,55.0,0.0,-31.2
165,17:19:00,86.0,55.0,0.0,-31.0
166,17:19:01,85.82,55.0,0.0,-30.82
167,17:19:02,85.62,55.0,0.0,-30.62
168,17:19:03,85.45,55.0,0.0,-30.45
169,17:19:04,85.22,55.0,0.0,-30.22
170,17:19:05,85.0,55.0,0.0,-30.0
171,17:19:06,84.78,55.0,0.0,-29.78
172,17:19:07,84.53,55.0,0.0,-29.53
173,17:19:07,84.31,55.0,0.0,-29.31
174,17:19:08,84.06,55.0,0.0,-29.06
175,17:19:09,83.82,55.0,0.0,-28.82
176,17:19:10,83.62,55.0,0.0,-28.62
177,17:19:11,83.32,55.0,0.0,-28.32
178,17:19:12,83.09,55.0,0.0,-28.09
179,17:19:13,82.84,55.0,0.0,-27.84
180,17:19:14,82.62,55.0,0.0,-27.62
181,17:19:15,82.36,55.0,0.0,-27.36
182,17:19:16,82.06,55.0,0.0,-27.06
183,17:19:17,81.79,55.0,0.0,-26.79
184,17:19:18,81.5,55.0,0.0,-26.5
185,17:19:19,81.28,55.0,0.0,-26.28
186,17:19:20,81.03,55.0,0.0,-26.03
187,17:19:21,80.73,55.0,0.0,-25.73
188,17:19:22,80.47,55.0,0.0,-25.47
189,17:19:23,80.19,55.0,0.0,-25.19
190,17:19:24,79.94,55.0,0.0,-24.94
191,17:19:25,7.0,55.0,0.0,-48.0
192,17:19:26,79.34,55.0,1.0,-24.34
193,17:19:27,79.08,55.0,-0.5,-24.08
194,17:19:28,78.78,55.0,0.0,-23.78
195,17:19:29,78.53,55.0,0.0,-23.53
196,17:19:29,78.25,55.0,0.0,-23.25
197,17:19:30,77.96,55.0,0.0,-22.96
198,17:19:31,77.72,55.0,0.0,-22.72
199,17:19:32,77.46,55.0,0.0,-22.46
200,17:19:33,77.19,55.0,0.0,-22.19
201,17:19:34,76.89,55.0,0.0,-21.89
202,17:19:35,76.66,55.0,0.0,-21.66
203,17:19:36,76.43,55.0,0.0,-21.43
204,17:19:37,76.13,55.0,0.0,-21.13
205,17:19:38,75.83,55.0,0.0,-20.83
206,17:19:39,75.57,55.0,0.0,-20.57
207,17:19:40,75.31,55.0,0.0,-20.31
208,17:19:41,75.01,55.0,0.0,-20.01
209,17:19:42,74.78,55.0,0.0,-19.78
210,17:19:43,74.51,55.0,0.0,-19.51
211,17:19:44,74.24,55.0,0.0,-19.24
212,17:19:45,73.98,55.0,0.0,-18.98
213,17:19:46,73.69,55.0,0.0,-18.69
214,17:19:47,73.44,55.0,0.0,-18.44
215,17:19:48,73.15,55.0,0.0,-18.15
216,17:19:49,72.87,55.0,0.0,-17.87
217,17:19:50,72.62,55.0,0.0,-17.62
218,17:19:51,72.36,55.0,0.0,-17.36
219,17:19:52,72.06,55.0,0.0,-17.06
220,17:19:53,71.79,55.0,0.0,-16.79
221,17:19:53,71.49,55.0,0.0,-16.49
222,17:19:54,71.25,55.0,0.0,-16.25
223,17:19:55,71.03,55.0,0.0,-16.03
224,17:19:56,70.76,55.0,0.0,-15.76
225,17:19:57,70.5,55.0,0.0,-15.5
226,17:19:58,70.23,55.0,0.0,-15.23
227,17:19:59,69.97,55.0,0.0,-14.97
228,17:20:00,69.67,55.0,0.0,-14.67
229,17:20:01,69.44,55.0,0.0,-14.44
230,17:20:02,69.21,55.0,0.0,-14.21
231,17:20:03,68.91,55.0,0.0,-13.91
232,17:20:04,68.68,55.0,0.0,-13.68
233,17:20:05,68.34,55.0,0.0,-13.34
234,17:20:06,68.12,55.0,0.0,-13.12
235,17:20:07,67.88,55.0,0.0,-12.88
236,17:20:08,67.62,55.0,0.0,-12.62
237,17:20:09,67.38,55.0,0.0,-12.38
238,17:20:10,67.09,55.0,0.0,-12.09
239,17:20:11,66.87,55.0,0.0,-11.87
240,17:20:12,66.62,55.0,0.0,-11.62
241,17:20:13,66.37,55.0,0.0,-11.37
242,17:20:14,66.12,55.0,0.0,-11.12
243,17:20:15,65.85,55.0,0.0,-10.85
244,17:20:15,65.6,55.0,0.0,-10.6
245,17:20:16,65.41,55.0,0.0,-10.41
246,17:20:17,65.12,55.0,0.0,-10.12
247,17:20:18,64.91,55.0,0.0,-9.91
248,17:20:19,64.66,55.0,0.0,-9.66
249,17:20:20,64.45,55.0,0.0,-9.45
250,17:20:21,64.16,55.0,0.0,-9.16
251,17:20:22,63.94,55.0,0.0,-8.94
252,17:20:23,63.72,55.0,0.0,-8.72
253,17:20:24,63.47,55.0,0.0,-8.47
254,17:20:25,63.25,55.0,0.0,-8.25
255,17:20:26,63.01,55.0,0.0,-8.01
256,17:20:27,62.75,55.0,0.0,-7.75
257,17:20:28,62.56,55.0,0.0,-7.56
258,17:20:29,62.31,55.0,0.0,-7.31
259,17:20:30,62.09,55.0,0.0,-7.09
260,17:20:31,61.84,55.0,0.0,-6.84
261,17:20:32,61.64,55.0,0.0,-6.64
262,17:20:33,61.44,55.0,0.0,-6.44
263,17:20:34,61.16,55.0,0.0,-6.16
264,17:20:35,60.96,55.0,0.0,-5.96
265,17:20:36,60.76,55.0,0.0,-5.76
266,17:20:36,60.56,55.0,0.0,-5.56
267,17:20:37,60.34,55.0,0.0,-5.34
268,17:20:38,60.09,55.0,0.0,-5.09
269,17:20:39,59.91,55.0,0.0,-4.91
270,17:20:40,59.66,55.0,0.0,-4.66
271,17:20:41,59.47,55.0,0.0,-4.47
