passo,temp_real,setpoint,acao,recompensa
55,41.21,95.0,2,-53.79
56,41.59,95.0,2,-53.41
57,42.01,95.0,2,-52.99
58,42.47,95.0,2,-52.53
59,42.91,95.0,2,-52.09
60,43.38,95.0,2,-51.62
61,43.83,95.0,2,-51.17
62,44.33,95.0,2,-50.67
63,44.8,95.0,2,-50.2
64,45.29,95.0,2,-49.71
65,45.76,95.0,2,-49.24
66,46.26,95.0,2,-48.74
67,46.76,95.0,2,-48.24
68,47.29,95.0,2,-47.71
69,47.76,95.0,2,-47.24
70,48.3,95.0,2,-46.7
71,48.83,95.0,2,-46.17
72,49.33,95.0,2,-45.67
73,49.86,95.0,2,-45.14
74,50.39,95.0,2,-44.61
75,50.9,95.0,2,-44.1
76,51.44,95.0,2,-43.56
77,51.92,95.0,2,-43.08
78,52.45,95.0,2,-42.55
79,52.99,95.0,2,-42.01
80,53.51,95.0,2,-41.49
81,54.05,95.0,2,-40.95
82,54.58,95.0,2,-40.42
83,55.08,95.0,2,-39.92
84,55.6,95.0,2,-39.4
85,56.11,95.0,2,-38.89
86,56.64,95.0,2,-38.36
87,57.14,95.0,2,-37.86
88,57.67,95.0,2,-37.33
89,58.2,95.0,2,-36.8
90,58.7,95.0,2,-36.3
91,59.22,95.0,2,-35.78
92,59.74,95.0,2,-35.26
93,60.25,95.0,2,-34.75
94,60.74,95.0,2,-34.26
95,61.26,95.0,2,-33.74
96,61.76,95.0,2,-33.24
97,62.26,95.0,2,-32.74
98,62.76,95.0,2,-32.24
99,63.26,95.0,2,-31.740000000000002
100,63.76,95.0,2,-31.240000000000002
101,64.26,95.0,2,-30.739999999999995
102,64.76,95.0,2,-30.239999999999995
103,65.22,95.0,2,-29.78
104,65.69,95.0,2,-29.310000000000002
105,66.18,95.0,2,-28.819999999999993
106,66.68,95.0,2,-28.319999999999993
107,67.16,95.0,2,-27.840000000000003
108,67.64,95.0,2,-27.36
109,68.12,95.0,2,-26.879999999999995
110,68.57,95.0,2,-26.430000000000007
111,69.04,95.0,2,-25.959999999999994
112,69.51,95.0,2,-25.489999999999995
113,70.0,95.0,2,-25.0
114,70.41,95.0,2,-24.590000000000003
115,70.89,95.0,2,-24.11
116,71.37,95.0,2,-23.629999999999995
117,71.79,95.0,2,-23.209999999999994
118,72.25,95.0,2,-22.75
119,72.69,95.0,2,-22.310000000000002
120,73.14,95.0,2,-21.86
121,73.6,95.0,2,-21.400000000000006
122,74.03,95.0,2,-20.97
123,74.41,95.0,2,-20.590000000000003
124,74.84,95.0,2,-20.159999999999997
125,75.25,95.0,2,-19.75
126,75.65,95.0,2,-19.349999999999994
127,76.06,95.0,2,-18.939999999999998
128,76.46,95.0,2,-18.540000000000006
129,76.87,95.0,2,-18.129999999999995
130,77.29,95.0,2,-17.709999999999994
131,77.69,95.0,2,-17.310000000000002
132,78.09,95.0,2,-16.909999999999997
133,78.46,95.0,2,-16.540000000000006
134,78.85,95.0,2,-16.150000000000006
135,79.28,95.0,2,-15.719999999999999
136,79.65,95.0,2,-15.349999999999994
137,80.05,95.0,2,-14.950000000000003
138,80.44,95.0,2,-14.560000000000002
139,80.84,95.0,2,-14.159999999999997
140,81.21,95.0,2,-13.790000000000006
141,81.59,95.0,2,-13.409999999999997
142,81.99,95.0,2,-13.010000000000005
143,82.34,95.0,2,-12.659999999999997
144,82.74,95.0,2,-12.260000000000005
145,83.09,95.0,2,-11.909999999999997
146,83.5,95.0,2,-11.5
147,83.89,95.0,2,-11.11
148,84.24,95.0,2,-10.760000000000005
149,84.61,95.0,2,-10.39
150,84.96,95.0,2,-10.040000000000006
151,85.34,55.0,2,-30.340000000000003
152,85.71,55.0,0,-30.709999999999994
153,86.07,55.0,0,-31.069999999999993
154,86.41,55.0,0,-31.409999999999997
155,86.8,55.0,0,-31.799999999999997
156,87.14,55.0,0,-32.14
157,87.45,55.0,0,-32.45
158,87.74,55.0,0,-32.739999999999995
159,88.03,55.0,0,-33.03
160,88.22,55.0,0,-33.22
161,88.44,55.0,0,-33.44
162,88.61,55.0,0,-33.61
163,88.74,55.0,0,-33.739999999999995
164,88.86,55.0,0,-33.86
165,88.94,55.0,0,-33.94
166,88.97,55.0,0,-33.97
167,89.0,55.0,0,-34.0
168,89.0,55.0,0,-34.0
169,88.96,55.0,0,-33.959999999999994
170,88.9,55.0,0,-33.900000000000006
171,88.82,55.0,0,-33.81999999999999
172,88.74,55.0,0,-33.739999999999995
173,88.61,55.0,0,-33.61
174,88.5,55.0,0,-33.5
175,88.32,55.0,0,-33.31999999999999
176,88.2,55.0,0,-33.2
177,88.03,55.0,0,-33.03
178,87.81,55.0,0,-32.81
179,87.62,55.0,0,-32.620000000000005
180,87.44,55.0,0,-32.44
181,87.19,55.0,0,-32.19
182,86.95,55.0,0,-31.950000000000003
183,86.69,55.0,0,-31.689999999999998
184,86.46,55.0,0,-31.459999999999994
185,86.2,55.0,0,-31.200000000000003
186,85.9,55.0,0,-30.900000000000006
187,85.65,55.0,0,-30.650000000000006
188,85.36,55.0,0,-30.36
189,85.05,55.0,0,-30.049999999999997
190,84.76,55.0,0,-29.760000000000005
191,84.46,55.0,0,-29.459999999999994
192,84.18,55.0,0,-29.180000000000007
193,83.85,55.0,0,-28.849999999999994
194,83.51,55.0,0,-28.510000000000005
195,83.2,55.0,0,-28.200000000000003
196,82.89,55.0,0,-27.89
197,82.57,55.0,0,-27.569999999999993
198,82.24,55.0,0,-27.239999999999995
199,81.93,55.0,0,-26.930000000000007
200,81.6,55.0,0,-26.599999999999994
201,81.26,55.0,0,-26.260000000000005
202,80.93,55.0,0,-25.930000000000007
203,80.6,55.0,0,-25.599999999999994
204,80.26,55.0,0,-25.260000000000005
205,79.95,55.0,0,-24.950000000000003
206,79.6,55.0,0,-24.599999999999994
207,79.24,55.0,0,-24.239999999999995
208,78.91,55.0,0,-23.909999999999997
209,78.57,55.0,0,-23.569999999999993
210,78.24,55.0,0,-23.239999999999995
211,77.91,55.0,0,-22.909999999999997
212,77.55,55.0,0,-22.549999999999997
213,77.22,55.0,0,-22.22
214,76.89,55.0,0,-21.89
215,76.55,55.0,0,-21.549999999999997
216,76.22,55.0,0,-21.22
217,75.89,55.0,0,-20.89
218,75.54,55.0,0,-20.540000000000006
219,75.2,55.0,0,-20.200000000000003
220,74.86,55.0,0,-19.86
221,74.55,55.0,0,-19.549999999999997
222,74.22,55.0,0,-19.22
223,73.89,55.0,0,-18.89
224,73.57,55.0,0,-18.569999999999993
225,73.24,55.0,0,-18.239999999999995
226,72.93,55.0,0,-17.930000000000007
227,72.6,55.0,0,-17.599999999999994
228,72.26,55.0,0,-17.260000000000005
229,71.95,55.0,0,-16.950000000000003
230,71.64,55.0,0,-16.64
231,71.32,55.0,0,-16.319999999999993
232,71.01,55.0,0,-16.010000000000005
233,70.7,55.0,0,-15.700000000000003
234,70.4,55.0,0,-15.400000000000006
235,70.11,55.0,0,-15.11
236,69.8,55.0,0,-14.799999999999997
237,69.49,55.0,1,-14.489999999999995
238,69.2,55.0,1,-14.200000000000003
239,68.86,55.0,1,-13.86
240,68.59,55.0,1,-13.590000000000003
241,68.3,72.0,1,-3.700000000000003
242,68.03,72.0,2,-3.969999999999999
243,67.74,72.0,2,-4.260000000000005
244,67.46,72.0,2,-4.540000000000006
245,67.19,72.0,2,-4.810000000000002
246,66.96,72.0,2,-5.040000000000006
247,66.75,72.0,2,-5.25
248,66.57,72.0,2,-5.430000000000007
249,66.44,72.0,2,-5.560000000000002
250,66.3,72.0,2,-5.700000000000003
251,66.21,72.0,2,-5.790000000000006
252,66.18,72.0,2,-5.819999999999993
253,66.16,72.0,2,-5.840000000000003
254,66.19,72.0,2,-5.810000000000002
255,66.22,72.0,2,-5.780000000000001
256,66.3,72.0,2,-5.700000000000003
257,66.4,72.0,2,-5.599999999999994
258,66.55,72.0,2,-5.450000000000003
259,66.69,72.0,2,-5.310000000000002
260,66.86,72.0,2,-5.140000000000001
261,67.04,72.0,2,-4.959999999999994
262,67.25,72.0,2,-4.75
263,67.47,72.0,2,-4.530000000000001
264,67.72,72.0,2,-4.280000000000001
265,67.97,72.0,2,-4.030000000000001
266,68.26,72.0,2,-3.739999999999995
267,68.54,72.0,2,-3.4599999999999937
268,68.82,72.0,2,-3.180000000000007
269,69.14,72.0,2,-2.8599999999999994
270,69.45,72.0,2,-2.549999999999997
271,69.78,72.0,2,-2.219999999999999
272,70.11,72.0,1,-1.8900000000000006
273,70.46,72.0,1,-1.5400000000000063
274,70.82,72.0,1,-1.1800000000000068
275,71.15,72.0,1,-0.8499999999999943
276,71.53,72.0,1,-0.46999999999999886
277,71.86,72.0,1,-0.14000000000000057
278,72.18,72.0,1,-0.18000000000000682
279,72.47,72.0,1,-0.46999999999999886
280,72.76,72.0,1,-0.7600000000000051
281,73.04,72.0,1,-1.0400000000000063
282,73.25,72.0,1,-1.25
283,73.47,72.0,1,-1.4699999999999989
284,73.69,72.0,1,-1.6899999999999977
285,73.84,72.0,1,-1.8400000000000034
286,74.01,72.0,1,-2.010000000000005
287,74.15,72.0,1,-2.1500000000000057
288,74.29,72.0,1,-2.2900000000000063
289,74.36,72.0,1,-2.3599999999999994
290,74.45,72.0,1,-2.450000000000003
291,74.51,72.0,1,-2.510000000000005
292,74.57,72.0,1,-2.569999999999993
293,74.62,72.0,1,-2.6200000000000045
294,74.64,72.0,1,-2.6400000000000006
295,74.65,72.0,1,-2.6500000000000057
296,74.65,72.0,1,-2.6500000000000057
297,74.66,72.0,1,-2.6599999999999966
298,74.65,72.0,1,-2.6500000000000057
299,74.6,72.0,1,-2.5999999999999943
300,74.59,72.0,1,-2.5900000000000034
301,74.53,72.0,1,-2.530000000000001
302,74.45,72.0,1,-2.450000000000003
303,74.36,72.0,1,-2.3599999999999994
304,74.31,72.0,1,-2.3100000000000023
305,74.26,72.0,1,-2.260000000000005
306,74.15,72.0,1,-2.1500000000000057
307,74.07,72.0,1,-2.069999999999993
308,73.96,72.0,1,-1.9599999999999937
309,73.89,72.0,1,-1.8900000000000006
310,73.76,72.0,1,-1.7600000000000051
311,73.66,72.0,1,-1.6599999999999966
312,73.53,72.0,1,-1.5300000000000011
313,73.45,72.0,1,-1.4500000000000028
314,73.29,72.0,1,-1.2900000000000063
315,73.14,72.0,1,-1.1400000000000006
316,73.01,72.0,1,-1.0100000000000051
317,72.89,72.0,1,-0.8900000000000006
318,72.76,72.0,1,-0.7600000000000051
319,72.62,72.0,1,-0.6200000000000045
320,72.45,72.0,1,-0.45000000000000284
321,72.32,72.0,1,-0.3199999999999932
322,72.16,72.0,1,-0.1599999999999966
323,72.01,72.0,1,-0.010000000000005116
324,71.87,72.0,1,-0.12999999999999545
325,71.7,72.0,1,-0.29999999999999716
326,71.56,72.0,1,-0.4399999999999977
327,71.39,72.0,1,-0.6099999999999994
328,71.25,72.0,1,-0.75
329,71.07,72.0,1,-0.9300000000000068
330,70.94,72.0,1,-1.0600000000000023
331,70.72,95.0,1,-24.28
332,70.57,95.0,2,-24.430000000000007
333,70.44,95.0,2,-24.560000000000002
334,70.26,95.0,2,-24.739999999999995
335,70.1,95.0,2,-24.900000000000006
336,69.95,95.0,2,-25.049999999999997
337,69.8,95.0,2,-25.200000000000003
338,69.68,95.0,2,-25.319999999999993
339,69.59,95.0,2,-25.409999999999997
340,69.53,95.0,2,-25.47
341,69.47,95.0,2,-25.53
342,69.47,95.0,2,-25.53
343,69.47,95.0,2,-25.53
344,69.51,95.0,2,-25.489999999999995
345,69.57,95.0,2,-25.430000000000007
346,69.68,95.0,2,-25.319999999999993
347,69.8,95.0,2,-25.200000000000003
348,69.93,95.0,2,-25.069999999999993
349,70.09,95.0,2,-24.909999999999997
350,70.24,95.0,2,-24.760000000000005
351,70.41,95.0,2,-24.590000000000003
352,70.61,95.0,2,-24.39
353,70.79,95.0,2,-24.209999999999994
354,71.04,95.0,2,-23.959999999999994
355,71.29,95.0,2,-23.709999999999994
356,71.54,95.0,2,-23.459999999999994
357,71.82,95.0,2,-23.180000000000007
358,72.1,95.0,2,-22.900000000000006
359,72.35,95.0,2,-22.650000000000006
360,72.64,95.0,2,-22.36
361,72.95,95.0,2,-22.049999999999997
362,73.28,95.0,2,-21.72
363,73.57,95.0,2,-21.430000000000007
364,73.89,95.0,2,-21.11
365,74.21,95.0,2,-20.790000000000006
366,74.55,95.0,2,-20.450000000000003
367,74.89,95.0,2,-20.11
368,75.21,95.0,2,-19.790000000000006
369,75.55,95.0,2,-19.450000000000003
370,75.87,95.0,2,-19.129999999999995
371,76.24,95.0,2,-18.760000000000005
372,76.57,95.0,2,-18.430000000000007
373,76.93,95.0,2,-18.069999999999993
374,77.28,95.0,2,-17.72
375,77.65,95.0,2,-17.349999999999994
376,77.99,95.0,2,-17.010000000000005
377,78.34,95.0,2,-16.659999999999997
378,78.69,95.0,2,-16.310000000000002
379,79.05,95.0,2,-15.950000000000003
380,79.4,95.0,2,-15.599999999999994
381,79.78,95.0,2,-15.219999999999999
382,80.34,95.0,2,-14.659999999999997
383,80.68,95.0,2,-14.319999999999993
384,81.03,95.0,2,-13.969999999999999
385,81.4,95.0,2,-13.599999999999994
386,81.78,95.0,2,-13.219999999999999
387,82.14,95.0,2,-12.86
388,82.46,95.0,2,-12.540000000000006
389,82.84,95.0,2,-12.159999999999997
390,83.21,95.0,2,-11.790000000000006
391,83.59,95.0,2,-11.409999999999997
392,83.95,95.0,2,-11.049999999999997
393,84.31,95.0,2,-10.689999999999998
394,84.68,95.0,2,-10.319999999999993
395,85.03,95.0,2,-9.969999999999999
396,85.4,95.0,2,-9.599999999999994
397,85.75,95.0,2,-9.25
398,86.14,95.0,2,-8.86
399,86.46,95.0,2,-8.540000000000006
400,86.84,95.0,2,-8.159999999999997
401,87.2,95.0,2,-7.799999999999997
402,87.53,95.0,2,-7.469999999999999
403,87.89,95.0,2,-7.109999999999999
404,88.24,95.0,2,-6.760000000000005
405,88.57,95.0,2,-6.430000000000007
406,88.93,95.0,2,-6.069999999999993
407,89.28,95.0,2,-5.719999999999999
408,89.61,95.0,2,-5.390000000000001
409,89.95,95.0,1,-5.049999999999997
410,90.26,95.0,1,-4.739999999999995
411,90.59,95.0,1,-4.409999999999997
412,90.93,95.0,1,-4.069999999999993
413,91.24,95.0,1,-3.760000000000005
414,91.54,95.0,1,-3.4599999999999937
415,91.8,95.0,1,-3.200000000000003
416,92.06,95.0,1,-2.9399999999999977
417,92.29,95.0,1,-2.7099999999999937
418,92.49,95.0,1,-2.510000000000005
419,92.65,95.0,1,-2.3499999999999943
420,92.8,95.0,1,-2.200000000000003
421,92.91,95.0,1,-2.0900000000000034
422,92.99,95.0,1,-2.010000000000005
423,93.1,95.0,1,-1.9000000000000057
424,93.16,95.0,1,-1.8400000000000034
425,93.19,95.0,1,-1.8100000000000023
426,93.22,95.0,1,-1.7800000000000011
427,93.21,95.0,1,-1.7900000000000063
428,93.19,95.0,1,-1.8100000000000023
429,93.15,95.0,1,-1.8499999999999943
430,93.11,95.0,1,-1.8900000000000006
431,93.05,95.0,1,-1.9500000000000028
432,92.95,95.0,1,-2.049999999999997
433,92.84,95.0,1,-2.1599999999999966
434,92.76,95.0,1,-2.239999999999995
435,92.64,95.0,1,-2.3599999999999994
436,92.51,95.0,1,-2.489999999999995
437,92.39,95.0,1,-2.6099999999999994
438,92.24,95.0,1,-2.760000000000005
439,92.1,95.0,1,-2.9000000000000057
440,91.91,95.0,1,-3.0900000000000034
441,91.75,95.0,1,-3.25
442,91.54,95.0,1,-3.4599999999999937
443,91.37,95.0,1,-3.6299999999999955
444,91.19,95.0,1,-3.8100000000000023
445,90.97,95.0,1,-4.030000000000001
446,90.78,95.0,1,-4.219999999999999
447,90.56,95.0,1,-4.439999999999998
448,90.34,95.0,1,-4.659999999999997
449,90.12,95.0,1,-4.8799999999999955
450,89.9,95.0,1,-5.099999999999994
451,89.65,55.0,1,-34.650000000000006
452,89.4,55.0,0,-34.400000000000006
453,89.19,55.0,0,-34.19
454,88.96,55.0,0,-33.959999999999994
455,88.71,55.0,0,-33.709999999999994
456,88.46,55.0,0,-33.459999999999994
457,88.21,55.0,0,-33.209999999999994
458,87.93,55.0,0,-32.93000000000001
459,87.65,55.0,0,-32.650000000000006
460,87.36,55.0,0,-32.36
461,87.07,55.0,0,-32.06999999999999
462,86.74,55.0,0,-31.739999999999995
463,86.45,55.0,0,-31.450000000000003
464,86.14,55.0,0,-31.14
465,85.8,55.0,0,-30.799999999999997
466,85.47,55.0,0,-30.47
467,85.12,55.0,0,-30.120000000000005
468,84.76,55.0,0,-29.760000000000005
469,84.45,55.0,0,-29.450000000000003
470,84.1,55.0,0,-29.099999999999994
471,83.72,55.0,0,-28.72
472,83.39,55.0,0,-28.39
473,83.04,55.0,0,-28.040000000000006
474,82.7,55.0,0,-27.700000000000003
475,82.35,55.0,0,-27.349999999999994
476,81.97,55.0,0,-26.97
477,81.62,55.0,0,-26.620000000000005
478,81.24,55.0,0,-26.239999999999995
479,80.91,55.0,0,-25.909999999999997
480,80.54,55.0,0,-25.540000000000006
481,80.16,55.0,0,-25.159999999999997
482,79.79,55.0,0,-24.790000000000006
483,79.45,55.0,0,-24.450000000000003
484,79.1,55.0,0,-24.099999999999994
485,78.72,55.0,0,-23.72
486,78.36,55.0,0,-23.36
487,78.04,55.0,0,-23.040000000000006
488,77.66,55.0,0,-22.659999999999997
489,77.32,55.0,0,-22.319999999999993
490,76.95,55.0,0,-21.950000000000003
491,76.6,55.0,0,-21.599999999999994
492,76.24,55.0,0,-21.239999999999995
493,75.91,55.0,0,-20.909999999999997
494,75.54,55.0,0,-20.540000000000006
495,75.18,55.0,0,-20.180000000000007
496,74.86,55.0,0,-19.86
497,74.53,55.0,0,-19.53
498,74.14,55.0,0,-19.14
499,73.82,55.0,0,-18.819999999999993
500,73.47,55.0,0,-18.47
501,73.14,55.0,0,-18.14
502,72.79,55.0,0,-17.790000000000006
503,72.45,55.0,0,-17.450000000000003
504,72.14,55.0,0,-17.14
505,71.8,55.0,0,-16.799999999999997
506,71.47,55.0,0,-16.47
507,71.11,55.0,0,-16.11
508,70.79,55.0,0,-15.790000000000006
509,70.45,55.0,0,-15.450000000000003
510,70.14,55.0,0,-15.14
511,69.82,55.0,0,-14.819999999999993
512,69.51,55.0,1,-14.510000000000005
513,69.2,55.0,1,-14.200000000000003
514,68.86,55.0,1,-13.86
515,68.57,55.0,1,-13.569999999999993
516,68.26,55.0,1,-13.260000000000005
517,67.95,55.0,1,-12.950000000000003
518,67.65,55.0,1,-12.650000000000006
519,67.4,55.0,1,-12.400000000000006
520,67.11,55.0,1,-12.11
521,66.84,55.0,1,-11.840000000000003
522,66.59,55.0,1,-11.590000000000003
523,66.36,55.0,1,-11.36
524,66.1,55.0,1,-11.099999999999994
525,65.9,55.0,1,-10.900000000000006
526,65.69,55.0,1,-10.689999999999998
527,65.46,55.0,1,-10.459999999999994
528,65.25,55.0,1,-10.25
529,65.06,55.0,1,-10.060000000000002
530,64.84,55.0,1,-9.840000000000003
531,64.64,55.0,1,-9.64
532,64.47,55.0,1,-9.469999999999999
533,64.31,55.0,1,-9.310000000000002
534,64.12,55.0,1,-9.120000000000005
535,63.95,55.0,1,-8.950000000000003
536,63.79,55.0,1,-8.79
537,63.6,55.0,1,-8.600000000000001
538,63.45,55.0,1,-8.450000000000003
539,63.3,55.0,1,-8.299999999999997
540,63.16,55.0,1,-8.159999999999997
541,62.97,72.0,1,-9.030000000000001
542,62.83,72.0,2,-9.170000000000002
543,62.67,72.0,2,-9.329999999999998
544,62.54,72.0,2,-9.46
545,62.39,72.0,2,-9.61
546,62.26,72.0,2,-9.740000000000002
547,62.14,72.0,2,-9.86
548,62.05,72.0,2,-9.950000000000003
549,61.96,72.0,2,-10.04
550,61.94,72.0,2,-10.060000000000002
551,61.94,72.0,2,-10.060000000000002
552,61.95,72.0,2,-10.049999999999997
553,62.01,72.0,2,-9.990000000000002
554,62.08,72.0,2,-9.920000000000002
555,62.17,72.0,2,-9.829999999999998
556,62.3,72.0,2,-9.700000000000003
557,62.46,72.0,2,-9.54
558,62.63,72.0,2,-9.369999999999997
559,62.81,72.0,2,-9.189999999999998
560,63.03,72.0,2,-8.969999999999999
561,63.22,72.0,2,-8.780000000000001
562,63.47,72.0,2,-8.530000000000001
563,63.74,72.0,2,-8.259999999999998
564,64.01,72.0,2,-7.989999999999995
565,64.31,72.0,2,-7.689999999999998
566,64.59,72.0,2,-7.409999999999997
567,64.93,72.0,2,-7.069999999999993
568,65.24,72.0,2,-6.760000000000005
569,65.57,72.0,2,-6.430000000000007
570,65.9,72.0,2,-6.099999999999994
571,66.26,72.0,2,-5.739999999999995
572,66.59,72.0,2,-5.409999999999997
573,66.96,72.0,2,-5.040000000000006
574,67.34,72.0,2,-4.659999999999997
575,67.71,72.0,2,-4.290000000000006
576,68.09,72.0,2,-3.9099999999999966
577,68.46,72.0,2,-3.5400000000000063
578,68.84,72.0,2,-3.1599999999999966
579,69.21,72.0,2,-2.7900000000000063
580,69.62,72.0,2,-2.3799999999999955
581,70.03,72.0,1,-1.9699999999999989
582,70.44,72.0,1,-1.5600000000000023
583,70.84,72.0,1,-1.1599999999999966
584,71.22,72.0,1,-0.7800000000000011
585,71.62,72.0,1,-0.37999999999999545
586,72.01,72.0,1,-0.010000000000005116
587,72.36,72.0,1,-0.35999999999999943
588,72.7,72.0,1,-0.7000000000000028
589,73.01,72.0,1,-1.0100000000000051
590,73.3,72.0,1,-1.2999999999999972
591,73.6,72.0,1,-1.5999999999999943
592,73.81,72.0,1,-1.8100000000000023
593,74.03,72.0,1,-2.030000000000001
594,74.21,72.0,1,-2.2099999999999937
595,74.4,72.0,1,-2.4000000000000057
596,74.55,72.0,1,-2.549999999999997
597,74.68,72.0,1,-2.680000000000007
598,74.76,72.0,1,-2.760000000000005
599,74.86,72.0,1,-2.8599999999999994
600,74.95,72.0,1,-2.950000000000003
601,75.0,72.0,1,-3.0
602,75.04,72.0,1,-3.0400000000000063
603,75.06,72.0,1,-3.0600000000000023
604,75.06,72.0,1,-3.0600000000000023
605,75.06,72.0,1,-3.0600000000000023
606,75.06,72.0,1,-3.0600000000000023
607,75.05,72.0,1,-3.049999999999997
608,75.0,72.0,1,-3.0
609,74.99,72.0,1,-2.989999999999995
610,74.93,72.0,1,-2.930000000000007
611,74.86,72.0,1,-2.8599999999999994
612,74.76,72.0,1,-2.760000000000005
613,74.68,72.0,1,-2.680000000000007
614,74.61,72.0,1,-2.6099999999999994
615,74.51,72.0,1,-2.510000000000005
616,74.4,72.0,1,-2.4000000000000057
617,74.32,72.0,1,-2.319999999999993
618,74.22,72.0,1,-2.219999999999999
619,74.07,72.0,1,-2.069999999999993
620,73.95,72.0,1,-1.9500000000000028
621,73.82,72.0,1,-1.8199999999999932
622,73.7,72.0,1,-1.7000000000000028
623,73.56,72.0,1,-1.5600000000000023
624,73.39,72.0,1,-1.3900000000000006
625,73.26,72.0,1,-1.2600000000000051
626,73.1,72.0,1,-1.0999999999999943
627,72.95,72.0,1,-0.9500000000000028
628,72.82,72.0,1,-0.8199999999999932
629,72.66,72.0,1,-0.6599999999999966
630,72.51,72.0,1,-0.5100000000000051
631,72.35,95.0,1,-22.650000000000006
632,72.19,95.0,2,-22.810000000000002
633,72.01,95.0,2,-22.989999999999995
634,71.85,95.0,2,-23.150000000000006
635,71.69,95.0,2,-23.310000000000002
636,71.51,95.0,2,-23.489999999999995
637,71.39,95.0,2,-23.61
638,71.26,95.0,2,-23.739999999999995
639,71.14,95.0,2,-23.86
640,71.05,95.0,2,-23.950000000000003
641,71.0,95.0,2,-24.0
642,70.99,95.0,2,-24.010000000000005
643,70.97,95.0,2,-24.03
644,71.01,95.0,2,-23.989999999999995
645,71.1,95.0,2,-23.900000000000006
646,71.15,95.0,2,-23.849999999999994
647,71.26,95.0,2,-23.739999999999995
648,71.36,95.0,2,-23.64
649,71.49,95.0,2,-23.510000000000005
650,71.62,95.0,2,-23.379999999999995
651,71.84,95.0,2,-23.159999999999997
652,72.0,95.0,2,-23.0
653,72.21,95.0,2,-22.790000000000006
654,72.41,95.0,2,-22.590000000000003
655,72.66,95.0,2,-22.340000000000003
656,72.91,95.0,2,-22.090000000000003
657,73.15,95.0,2,-21.849999999999994
658,73.39,95.0,2,-21.61
659,73.66,95.0,2,-21.340000000000003
660,73.93,95.0,2,-21.069999999999993
661,74.22,95.0,2,-20.78
662,74.51,95.0,2,-20.489999999999995
663,74.82,95.0,2,-20.180000000000007
664,75.14,95.0,2,-19.86
665,75.45,95.0,2,-19.549999999999997
666,75.74,95.0,2,-19.260000000000005
667,76.07,95.0,2,-18.930000000000007
668,76.39,95.0,2,-18.61
669,76.7,95.0,2,-18.299999999999997
670,77.03,95.0,2,-17.97
671,77.36,95.0,2,-17.64
672,77.68,95.0,2,-17.319999999999993
673,78.03,95.0,2,-16.97
674,78.36,95.0,2,-16.64
675,78.68,95.0,2,-16.319999999999993
676,79.03,95.0,2,-15.969999999999999
677,79.36,95.0,2,-15.64
678,79.71,95.0,2,-15.290000000000006
679,80.05,95.0,2,-14.950000000000003
680,80.37,95.0,2,-14.629999999999995
681,80.76,95.0,2,-14.239999999999995
682,81.09,95.0,2,-13.909999999999997
683,81.46,95.0,2,-13.540000000000006
684,81.8,95.0,2,-13.200000000000003
685,82.15,95.0,2,-12.849999999999994
686,82.49,95.0,2,-12.510000000000005
687,82.84,95.0,2,-12.159999999999997
688,83.2,95.0,2,-11.799999999999997
689,83.53,95.0,2,-11.469999999999999
690,83.9,95.0,2,-11.099999999999994
691,84.28,95.0,2,-10.719999999999999
692,84.61,95.0,2,-10.39
693,84.96,95.0,2,-10.040000000000006
