passo,horario,temp_real,setpoint,acao,recompensa
1,10:03:43,22.75,25.0,0.670,-2.25
2,10:03:44,22.75,25.0,0.670,-2.25
3,10:03:45,22.75,25.0,0.670,-2.25
4,10:03:47,22.75,25.0,0.670,-2.25
5,10:03:48,22.75,25.0,0.670,-2.25
6,10:03:50,22.75,25.0,0.670,-2.25
7,10:03:51,22.75,25.0,0.670,-2.25
8,10:03:53,22.75,25.0,0.670,-2.25
9,10:03:54,22.75,25.0,0.670,-2.25
10,10:03:56,22.75,25.0,0.670,-2.25
11,10:03:57,22.75,25.0,0.670,-2.25
12,10:03:59,22.75,25.0,0.670,-2.25
13,10:04:00,22.75,25.0,0.670,-2.25
14,10:04:02,22.75,25.0,0.670,-2.25
15,10:04:03,22.76,25.0,0.670,-2.2399999999999984
16,10:04:05,22.81,25.0,0.669,-2.1900000000000013
17,10:04:06,22.85,25.0,0.665,-2.1499999999999986
18,10:04:08,22.92,25.0,0.662,-2.0799999999999983
19,10:04:09,23.04,25.0,0.656,-1.9600000000000009
20,10:04:11,23.11,25.0,0.646,-1.8900000000000006
21,10:04:12,23.24,95.0,0.639,-71.76
22,10:04:14,23.37,95.0,1.000,-71.63
23,10:04:15,23.56,95.0,1.000,-71.44
24,10:04:17,23.75,95.0,1.000,-71.25
25,10:04:18,23.94,95.0,1.000,-71.06
26,10:04:20,24.16,95.0,1.000,-70.84
27,10:04:21,24.4,95.0,1.000,-70.6
28,10:04:23,24.64,95.0,1.000,-70.36
29,10:04:24,24.92,95.0,1.000,-70.08
30,10:04:26,25.24,95.0,1.000,-69.76
31,10:04:27,25.55,95.0,1.000,-69.45
32,10:04:29,25.9,95.0,1.000,-69.1
33,10:04:30,26.25,95.0,1.000,-68.75
34,10:04:32,26.62,95.0,1.000,-68.38
35,10:04:33,27.02,95.0,1.000,-67.98
36,10:04:35,27.4,95.0,1.000,-67.6
37,10:04:36,27.83,95.0,1.000,-67.17
38,10:04:38,28.27,95.0,1.000,-66.73
39,10:04:39,28.7,95.0,1.000,-66.3
40,10:04:40,29.16,95.0,1.000,-65.84
41,10:04:42,29.64,95.0,1.000,-65.36
42,10:04:43,30.11,95.0,1.000,-64.89
43,10:04:45,30.62,95.0,1.000,-64.38
44,10:04:46,31.08,95.0,1.000,-63.92
45,10:04:48,31.6,95.0,1.000,-63.4
46,10:04:49,32.1,95.0,1.000,-62.9
47,10:04:51,32.59,95.0,1.000,-62.41
48,10:04:52,33.14,95.0,1.000,-61.86
49,10:04:54,33.64,95.0,1.000,-61.36
50,10:04:55,34.17,95.0,1.000,-60.83
51,10:04:57,34.7,95.0,1.000,-60.3
52,10:04:58,35.24,95.0,1.000,-59.76
53,10:05:00,35.76,95.0,1.000,-59.24
54,10:05:01,36.3,95.0,1.000,-58.7
55,10:05:03,36.83,95.0,1.000,-58.17
56,10:05:04,37.36,95.0,1.000,-57.64
57,10:05:06,37.92,95.0,1.000,-57.08
58,10:05:07,38.46,95.0,1.000,-56.54
59,10:05:09,39.01,95.0,1.000,-55.99
60,10:05:10,39.55,95.0,1.000,-55.45
61,10:05:12,40.09,95.0,1.000,-54.91
62,10:05:13,40.64,95.0,1.000,-54.36
63,10:05:15,41.17,95.0,1.000,-53.83
64,10:05:16,41.71,95.0,1.000,-53.29
65,10:05:18,42.28,95.0,1.000,-52.72
66,10:05:19,42.8,95.0,1.000,-52.2
67,10:05:21,43.36,95.0,1.000,-51.64
68,10:05:22,43.91,95.0,1.000,-51.09
69,10:05:23,44.42,95.0,1.000,-50.58
70,10:05:25,44.99,95.0,1.000,-50.01
71,10:05:26,45.53,95.0,1.000,-49.47
72,10:05:28,46.08,95.0,1.000,-48.92
73,10:05:29,46.61,95.0,1.000,-48.39
74,10:05:31,47.14,95.0,1.000,-47.86
75,10:05:32,47.67,95.0,1.000,-47.33
76,10:05:34,48.21,95.0,1.000,-46.79
77,10:05:35,48.74,95.0,1.000,-46.26
78,10:05:37,49.3,95.0,1.000,-45.7
79,10:05:38,49.84,95.0,1.000,-45.16
80,10:05:40,50.39,95.0,1.000,-44.61
81,10:05:41,50.89,95.0,1.000,-44.11
82,10:05:43,51.41,95.0,1.000,-43.59
83,10:05:44,51.9,95.0,1.000,-43.1
84,10:05:46,52.45,95.0,1.000,-42.55
85,10:05:47,52.96,95.0,1.000,-42.04
86,10:05:49,53.51,95.0,1.000,-41.49
87,10:05:50,54.01,95.0,1.000,-40.99
88,10:05:52,54.51,95.0,1.000,-40.49
89,10:05:53,55.01,95.0,1.000,-39.99
90,10:05:54,55.51,95.0,1.000,-39.49
91,10:05:56,56.01,95.0,1.000,-38.99
92,10:05:57,56.53,95.0,1.000,-38.47
93,10:05:59,57.04,95.0,1.000,-37.96
94,10:06:00,57.51,95.0,1.000,-37.49
95,10:06:02,58.04,95.0,1.000,-36.96
96,10:06:03,58.51,95.0,1.000,-36.49
97,10:06:05,59.01,95.0,1.000,-35.99
98,10:06:06,59.51,95.0,1.000,-35.49
99,10:06:08,60.01,95.0,1.000,-34.99
100,10:06:09,60.47,95.0,1.000,-34.53
101,10:06:11,60.95,95.0,1.000,-34.05
102,10:06:12,61.41,95.0,1.000,-33.59
103,10:06:14,61.89,95.0,1.000,-33.11
104,10:06:15,62.38,95.0,1.000,-32.62
105,10:06:17,62.84,95.0,1.000,-32.16
106,10:06:18,63.29,95.0,1.000,-31.71
107,10:06:19,63.76,95.0,1.000,-31.240000000000002
108,10:06:21,64.22,95.0,1.000,-30.78
109,10:06:22,64.66,95.0,1.000,-30.340000000000003
110,10:06:24,65.12,95.0,1.000,-29.879999999999995
111,10:06:25,65.57,95.0,1.000,-29.430000000000007
112,10:06:27,66.04,95.0,1.000,-28.959999999999994
113,10:06:28,66.47,95.0,1.000,-28.53
114,10:06:30,66.91,95.0,1.000,-28.090000000000003
115,10:06:31,67.35,95.0,1.000,-27.650000000000006
116,10:06:33,67.81,95.0,1.000,-27.189999999999998
117,10:06:34,68.22,95.0,1.000,-26.78
118,10:06:36,68.66,95.0,1.000,-26.340000000000003
119,10:06:37,69.1,95.0,1.000,-25.900000000000006
120,10:06:39,69.54,95.0,1.000,-25.459999999999994
121,10:06:40,69.97,95.0,1.000,-25.03
122,10:06:42,70.37,95.0,1.000,-24.629999999999995
123,10:06:43,70.79,95.0,1.000,-24.209999999999994
124,10:06:44,71.22,95.0,1.000,-23.78
125,10:06:46,71.65,95.0,1.000,-23.349999999999994
126,10:06:47,72.05,95.0,1.000,-22.950000000000003
127,10:06:49,72.44,95.0,1.000,-22.560000000000002
128,10:06:50,72.85,95.0,1.000,-22.150000000000006
129,10:06:52,73.28,95.0,1.000,-21.72
130,10:06:53,73.66,95.0,1.000,-21.340000000000003
131,10:06:55,74.09,95.0,1.000,-20.909999999999997
132,10:06:56,0.47,95.0,1.000,-94.53
133,10:06:58,74.9,95.0,1.000,-20.099999999999994
134,10:06:59,75.28,95.0,1.000,-19.72
135,10:07:01,75.65,95.0,1.000,-19.349999999999994
136,10:07:02,76.05,95.0,1.000,-18.950000000000003
137,10:07:04,76.44,95.0,1.000,-18.560000000000002
138,10:07:05,76.84,95.0,1.000,-18.159999999999997
139,10:07:06,77.21,95.0,1.000,-17.790000000000006
140,10:07:08,77.59,95.0,1.000,-17.409999999999997
141,10:07:09,77.96,55.0,1.000,-22.959999999999994
142,10:07:11,78.35,55.0,-1.000,-23.349999999999994
143,10:07:12,78.74,55.0,-1.000,-23.739999999999995
144,10:07:14,79.09,55.0,-1.000,-24.090000000000003
145,10:07:15,79.46,55.0,-1.000,-24.459999999999994
146,10:07:17,79.82,55.0,-1.000,-24.819999999999993
147,10:07:18,80.15,55.0,-1.000,-25.150000000000006
148,10:07:20,80.47,55.0,-1.000,-25.47
149,10:07:21,80.72,55.0,-1.000,-25.72
150,10:07:23,80.97,55.0,-1.000,-25.97
151,10:07:24,81.19,55.0,-1.000,-26.189999999999998
152,10:07:25,81.36,55.0,-1.000,-26.36
153,10:07:27,81.49,55.0,-1.000,-26.489999999999995
154,10:07:28,81.6,55.0,-1.000,-26.599999999999994
155,10:07:30,81.66,55.0,-1.000,-26.659999999999997
156,10:07:31,81.72,55.0,-1.000,-26.72
157,10:07:33,81.75,55.0,-1.000,-26.75
158,10:07:34,81.75,55.0,-1.000,-26.75
159,10:07:36,81.75,55.0,-1.000,-26.75
160,10:07:37,81.71,55.0,-1.000,-26.709999999999994
161,10:07:39,81.65,55.0,-1.000,-26.650000000000006
162,10:07:40,81.57,55.0,-1.000,-26.569999999999993
163,10:07:42,81.45,55.0,-1.000,-26.450000000000003
164,10:07:43,81.34,55.0,-1.000,-26.340000000000003
165,10:07:45,81.25,55.0,-1.000,-26.25
166,10:07:46,81.06,55.0,-1.000,-26.060000000000002
167,10:07:47,80.91,55.0,-1.000,-25.909999999999997
168,10:07:49,80.72,55.0,-1.000,-25.72
169,10:07:50,80.54,55.0,-1.000,-25.540000000000006
170,10:07:52,80.35,55.0,-1.000,-25.349999999999994
171,10:07:53,80.15,55.0,-1.000,-25.150000000000006
172,10:07:55,79.93,55.0,-1.000,-24.930000000000007
173,10:07:56,79.66,55.0,-1.000,-24.659999999999997
174,10:07:58,79.46,55.0,-1.000,-24.459999999999994
175,10:07:59,79.21,55.0,-1.000,-24.209999999999994
176,10:08:01,78.96,55.0,-1.000,-23.959999999999994
177,10:08:02,78.68,55.0,-1.000,-23.680000000000007
178,10:08:04,78.4,55.0,-1.000,-23.400000000000006
179,10:08:05,78.15,55.0,-1.000,-23.150000000000006
180,10:08:06,77.86,55.0,-1.000,-22.86
181,10:08:08,77.59,55.0,-1.000,-22.590000000000003
182,10:08:09,77.3,55.0,-1.000,-22.299999999999997
183,10:08:11,76.99,55.0,-1.000,-21.989999999999995
184,10:08:12,76.68,55.0,-1.000,-21.680000000000007
185,10:08:14,76.39,55.0,-1.000,-21.39
186,10:08:15,76.07,55.0,-1.000,-21.069999999999993
187,10:08:17,75.78,55.0,-1.000,-20.78
188,10:08:18,75.47,55.0,-1.000,-20.47
189,10:08:20,75.14,55.0,-1.000,-20.14
190,10:08:21,74.82,55.0,-1.000,-19.819999999999993
191,10:08:23,74.51,55.0,-1.000,-19.510000000000005
192,10:08:24,74.2,55.0,-1.000,-19.200000000000003
193,10:08:26,73.86,55.0,-1.000,-18.86
194,10:08:27,73.55,55.0,-1.000,-18.549999999999997
195,10:08:28,73.24,55.0,-1.000,-18.239999999999995
196,10:08:30,72.93,55.0,-1.000,-17.930000000000007
197,10:08:31,72.6,55.0,-1.000,-17.599999999999994
198,10:08:33,72.26,55.0,-1.000,-17.260000000000005
199,10:08:34,71.95,55.0,-0.983,-16.950000000000003
200,10:08:36,71.64,55.0,-0.959,-16.64
