passo,horario,temp_real,setpoint,acao,recompensa
1,15:30:32,27.74,25.0,0.816,-2.7399999999999984
2,15:30:33,27.71,25.0,0.815,-2.710000000000001
3,15:30:35,27.71,25.0,0.818,-2.710000000000001
4,15:30:36,27.69,25.0,0.818,-2.6900000000000013
5,15:30:38,27.69,25.0,0.820,-2.6900000000000013
6,15:30:39,27.69,25.0,0.820,-2.6900000000000013
7,15:30:41,27.69,25.0,0.820,-2.6900000000000013
8,15:30:42,27.69,25.0,0.820,-2.6900000000000013
9,15:30:44,27.69,25.0,0.820,-2.6900000000000013
10,15:30:45,27.69,25.0,0.820,-2.6900000000000013
11,15:30:47,27.69,25.0,0.820,-2.6900000000000013
12,15:30:48,27.69,25.0,0.820,-2.6900000000000013
13,15:30:50,27.69,25.0,0.820,-2.6900000000000013
14,15:30:51,27.69,25.0,0.820,-2.6900000000000013
15,15:30:53,27.69,25.0,0.820,-2.6900000000000013
16,15:30:54,27.69,25.0,0.820,-2.6900000000000013
17,15:30:56,27.69,25.0,0.820,-2.6900000000000013
18,15:30:57,27.69,25.0,0.820,-2.6900000000000013
19,15:30:59,27.69,25.0,0.820,-2.6900000000000013
20,15:31:00,27.65,25.0,0.820,-2.6499999999999986
21,15:31:02,27.62,95.0,0.824,-67.38
22,15:31:03,27.6,95.0,1.000,-67.4
23,15:31:05,27.59,95.0,1.000,-67.41
24,15:31:06,27.56,95.0,1.000,-67.44
25,15:31:08,27.6,95.0,1.000,-67.4
26,15:31:09,27.67,95.0,1.000,-67.33
27,15:31:11,27.8,95.0,1.000,-67.2
28,15:31:12,27.98,95.0,1.000,-67.02
29,15:31:13,28.26,95.0,1.000,-66.74
30,15:31:15,28.59,95.0,1.000,-66.41
31,15:31:16,28.96,95.0,1.000,-66.03999999999999
32,15:31:18,29.39,95.0,1.000,-65.61
33,15:31:19,29.85,95.0,1.000,-65.15
34,15:31:21,30.34,95.0,1.000,-64.66
35,15:31:22,30.9,95.0,1.000,-64.1
36,15:31:24,31.5,95.0,1.000,-63.5
37,15:31:25,32.11,95.0,1.000,-62.89
38,15:31:27,32.72,95.0,1.000,-62.28
39,15:31:28,33.38,95.0,1.000,-61.62
40,15:31:30,34.05,95.0,1.000,-60.95
41,15:31:31,34.76,95.0,1.000,-60.24
42,15:31:33,35.47,95.0,1.000,-59.53
43,15:31:34,36.19,95.0,1.000,-58.81
44,15:31:36,36.95,95.0,1.000,-58.05
45,15:31:37,37.67,95.0,1.000,-57.33
46,15:31:39,38.46,95.0,1.000,-56.54
47,15:31:40,39.21,95.0,1.000,-55.79
48,15:31:42,39.99,95.0,1.000,-55.01
49,15:31:43,40.75,95.0,1.000,-54.25
50,15:31:45,41.55,95.0,1.000,-53.45
51,15:31:46,42.31,95.0,1.000,-52.69
52,15:31:48,43.11,95.0,1.000,-51.89
53,15:31:49,43.88,95.0,1.000,-51.12
54,15:31:51,44.67,95.0,1.000,-50.33
