passo,horario,temp_real,setpoint,acao,recompensa
1,06:19:18,35.07,25.0,-0.49,-10.07
2,06:19:19,35.01,25.0,-0.485,-10.01
3,06:19:20,34.96,25.0,-0.481,-9.96
4,06:19:21,34.91,25.0,-0.477,-9.91
5,06:19:22,34.87,25.0,-0.473,-9.87
6,06:19:23,34.79,25.0,-0.469,-9.79
7,06:19:24,34.74,25.0,-0.463,-9.74
8,06:19:25,34.67,25.0,-0.459,-9.67
9,06:19:26,34.58,25.0,-0.453,-9.58
10,06:19:27,34.53,25.0,-0.446,-9.53
11,06:19:28,34.43,25.0,-0.442,-9.43
12,06:19:29,34.34,25.0,-0.434,-9.34
13,06:19:30,34.26,25.0,-0.427,-9.26
14,06:19:31,34.22,25.0,-0.42,-9.22
15,06:19:32,34.12,25.0,-0.416,-9.12
16,06:19:33,33.98,25.0,-0.409,-8.98
17,06:19:34,33.89,25.0,-0.398,-8.89
18,06:19:35,33.83,25.0,-0.39,-8.83
19,06:19:36,33.72,25.0,-0.384,-8.72
20,06:19:37,33.63,95.0,-0.376,-61.37
21,06:19:38,33.54,95.0,1.0,-61.46
22,06:19:39,33.41,95.0,1.0,-61.59
23,06:19:40,33.31,95.0,1.0,-61.69
24,06:19:41,33.22,95.0,1.0,-61.78
25,06:19:42,33.13,95.0,1.0,-61.87
26,06:19:43,33.06,95.0,1.0,-61.94
27,06:19:44,33.05,95.0,1.0,-61.95
28,06:19:45,33.03,95.0,1.0,-61.97
29,06:19:46,33.06,95.0,1.0,-61.94
30,06:19:47,33.06,95.0,1.0,-61.94
31,06:19:47,33.16,95.0,1.0,-61.84
32,06:19:48,33.27,95.0,1.0,-61.73
33,06:19:49,33.38,95.0,1.0,-61.62
34,06:19:50,33.51,95.0,1.0,-61.49
35,06:19:51,33.65,95.0,1.0,-61.35
36,06:19:52,33.88,95.0,1.0,-61.12
37,06:19:53,34.09,95.0,1.0,-60.91
38,06:19:54,34.34,95.0,1.0,-60.66
39,06:19:55,34.57,95.0,1.0,-60.43
40,06:19:56,34.87,95.0,1.0,-60.13
41,06:19:57,35.14,95.0,1.0,-59.86
42,06:19:58,35.44,95.0,1.0,-59.56
43,06:19:59,35.79,95.0,1.0,-59.21
44,06:20:00,36.1,95.0,1.0,-58.9
45,06:20:01,36.49,95.0,1.0,-58.51
46,06:20:02,36.84,95.0,1.0,-58.16
47,06:20:03,37.24,95.0,1.0,-57.76
48,06:20:04,37.74,95.0,1.0,-57.26
49,06:20:05,38.19,95.0,1.0,-56.81
50,06:20:06,38.67,95.0,1.0,-56.33
51,06:20:07,39.06,95.0,1.0,-55.94
52,06:20:08,39.53,95.0,1.0,-55.47
53,06:20:09,39.99,95.0,1.0,-55.01
54,06:20:10,40.39,95.0,1.0,-54.61
55,06:20:11,40.78,95.0,1.0,-54.22
56,06:20:12,41.28,95.0,1.0,-53.72
57,06:20:13,41.78,95.0,1.0,-53.22
58,06:20:14,42.22,95.0,1.0,-52.78
59,06:20:15,42.72,95.0,1.0,-52.28
60,06:20:16,43.34,95.0,1.0,-51.66
61,06:20:17,43.78,95.0,1.0,-51.22
62,06:20:18,44.29,95.0,1.0,-50.71
63,06:20:19,44.77,95.0,1.0,-50.23
64,06:20:20,45.28,95.0,1.0,-49.72
65,06:20:21,45.72,95.0,1.0,-49.28
66,06:20:22,46.19,95.0,1.0,-48.81
