passo,horario,temp_real,setpoint,acao,recompensa
1,10:30:41,25.0,25.0,0.457,-0.0
2,10:30:43,25.0,25.0,0.457,-0.0
3,10:30:44,25.0,25.0,0.457,-0.0
4,10:30:46,25.0,25.0,0.457,-0.0
5,10:30:47,25.0,25.0,0.457,-0.0
6,10:30:49,25.0,25.0,0.457,-0.0
7,10:30:50,25.0,25.0,0.457,-0.0
8,10:30:52,25.0,25.0,0.457,-0.0
9,10:30:53,25.0,25.0,0.457,-0.0
10,10:30:55,25.0,25.0,0.457,-0.0
