passo,horario,temp_real,setpoint,acao,recompensa
1,10:27:42,34.06,25.0,-1.0,-9.06
2,10:27:43,34.02,25.0,-1.0,-9.02
3,10:27:44,33.97,25.0,-1.0,-8.97
4,10:27:45,33.92,25.0,-1.0,-8.92
5,10:27:46,33.88,25.0,-1.0,-8.88
6,10:27:47,33.82,25.0,-1.0,-8.82
7,10:27:48,33.75,25.0,-1.0,-8.75
8,10:27:49,33.69,25.0,-1.0,-8.69
9,10:27:50,33.61,25.0,-1.0,-8.61
10,10:27:51,33.52,25.0,-1.0,-8.52
11,10:27:52,33.47,25.0,-1.0,-8.47
12,10:27:53,33.34,25.0,-1.0,-8.34
13,10:27:54,33.22,25.0,-1.0,-8.22
14,10:27:55,33.12,25.0,-1.0,-8.12
15,10:27:56,32.99,25.0,-1.0,-7.99
16,10:27:57,32.87,25.0,-1.0,-7.87
17,10:27:58,32.74,25.0,-1.0,-7.74
18,10:27:59,32.58,25.0,-1.0,-7.58
19,10:28:00,32.42,25.0,-1.0,-7.42
20,10:28:01,32.28,95.0,0.878,-62.72
21,10:28:02,32.14,95.0,1.0,-62.86
22,10:28:03,31.98,95.0,1.0,-63.02
23,10:28:03,31.8,95.0,1.0,-63.2
24,10:28:04,31.66,95.0,1.0,-63.34
25,10:28:05,31.49,95.0,1.0,-63.51
26,10:28:06,31.39,95.0,1.0,-63.61
27,10:28:07,31.32,95.0,1.0,-63.68
28,10:28:08,31.31,95.0,1.0,-63.69
29,10:28:09,31.28,95.0,1.0,-63.72
30,10:28:10,31.31,95.0,1.0,-63.69
31,10:28:11,31.33,95.0,1.0,-63.67
32,10:28:12,31.42,95.0,1.0,-63.58
33,10:28:13,31.52,95.0,1.0,-63.48
34,10:28:14,31.67,95.0,1.0,-63.33
35,10:28:15,31.83,95.0,1.0,-63.17
36,10:28:16,32.03,95.0,1.0,-62.97
37,10:28:17,32.25,95.0,1.0,-62.75
38,10:28:18,32.51,95.0,1.0,-62.49
39,10:28:19,32.77,95.0,1.0,-62.23
40,10:28:20,33.03,95.0,1.0,-61.97
41,10:28:21,33.35,95.0,1.0,-61.65
42,10:28:22,33.66,95.0,1.0,-61.34
43,10:28:23,34.01,95.0,1.0,-60.99
44,10:28:24,34.34,95.0,1.0,-60.66
45,10:28:25,34.7,95.0,1.0,-60.3
46,10:28:26,35.06,95.0,1.0,-59.94
47,10:28:27,35.46,95.0,1.0,-59.54
48,10:28:27,35.88,95.0,1.0,-59.12
49,10:28:28,36.24,95.0,1.0,-58.76
50,10:28:29,36.72,95.0,1.0,-58.28
51,10:28:30,37.11,95.0,1.0,-57.89
52,10:28:31,37.53,95.0,1.0,-57.47
53,10:28:32,38.03,95.0,1.0,-56.97
54,10:28:33,38.47,95.0,1.0,-56.53
55,10:28:34,38.97,95.0,1.0,-56.03
56,10:28:35,39.41,95.0,1.0,-55.59
57,10:28:36,39.84,95.0,1.0,-55.16
58,10:28:37,40.34,95.0,1.0,-54.66
59,10:28:38,40.79,95.0,1.0,-54.21
