passo,horario,temp_real,setpoint,acao,recompensa
1,02:34:49,24.28,25.0,0.0,-0.72
2,02:34:50,24.31,25.0,0.0,-0.69
3,02:34:51,24.28,25.0,0.0,-0.72
4,02:34:52,24.28,25.0,0.0,-0.72
5,02:34:53,24.3,25.0,0.0,-0.7
6,02:34:54,24.31,25.0,0.0,-0.69
7,02:34:55,24.31,25.0,0.0,-0.69
8,02:34:56,24.31,25.0,0.0,-0.69
9,02:34:57,24.28,25.0,0.0,-0.72
10,02:34:58,24.31,25.0,0.0,-0.69
11,02:34:59,24.31,25.0,0.0,-0.69
12,02:35:00,24.31,25.0,0.0,-0.69
13,02:35:01,24.28,25.0,0.0,-0.72
14,02:35:02,24.31,25.0,0.0,-0.69
15,02:35:03,24.31,25.0,0.0,-0.69
16,02:35:04,24.31,25.0,0.0,-0.69
17,02:35:05,24.31,25.0,0.0,-0.69
18,02:35:06,24.31,25.0,0.0,-0.69
19,02:35:07,24.31,25.0,0.0,-0.69
20,02:35:08,24.31,95.0,0.883,-70.69
21,02:35:09,24.31,95.0,1.0,-70.69
22,02:35:10,24.31,95.0,1.0,-70.69
23,02:35:11,24.31,95.0,1.0,-70.69
24,02:35:11,24.31,95.0,1.0,-70.69
25,02:35:12,24.35,95.0,1.0,-70.65
26,02:35:13,24.4,95.0,1.0,-70.6
27,02:35:14,24.48,95.0,1.0,-70.52
28,02:35:15,24.59,95.0,1.0,-70.41
29,02:35:16,24.74,95.0,1.0,-70.26
30,02:35:17,24.89,95.0,1.0,-70.11
31,02:35:18,25.09,95.0,1.0,-69.91
32,02:35:19,25.26,95.0,1.0,-69.74
33,02:35:20,25.47,95.0,1.0,-69.53
34,02:35:21,25.72,95.0,1.0,-69.28
35,02:35:22,25.97,95.0,1.0,-69.03
36,02:35:23,26.27,95.0,1.0,-68.73
37,02:35:24,26.56,95.0,1.0,-68.44
38,02:35:25,26.87,95.0,1.0,-68.13
39,02:35:26,27.22,95.0,1.0,-67.78
40,02:35:27,27.54,95.0,1.0,-67.46
41,02:35:28,27.94,95.0,1.0,-67.06
42,02:35:29,28.29,95.0,1.0,-66.71
43,02:35:30,28.64,95.0,1.0,-66.36
44,02:35:31,29.08,95.0,1.0,-65.92
45,02:35:32,29.45,95.0,1.0,-65.55
46,02:35:32,29.84,95.0,1.0,-65.16
47,02:35:33,30.32,95.0,1.0,-64.68
48,02:35:34,30.72,95.0,1.0,-64.28
49,02:35:35,31.22,95.0,1.0,-63.78
50,02:35:36,31.66,95.0,1.0,-63.34
51,02:35:37,32.08,95.0,1.0,-62.92
52,02:35:38,32.57,95.0,1.0,-62.43
53,02:35:39,33.03,95.0,1.0,-61.97
54,02:35:40,33.53,95.0,1.0,-61.47
55,02:35:41,33.97,95.0,1.0,-61.03
56,02:35:42,34.41,95.0,1.0,-60.59
57,02:35:43,34.96,95.0,1.0,-60.04
58,02:35:44,35.41,95.0,1.0,-59.59
59,02:35:45,35.96,95.0,1.0,-59.04
60,02:35:46,36.41,95.0,1.0,-58.59
61,02:35:47,36.89,95.0,1.0,-58.11
62,02:35:48,37.44,95.0,1.0,-57.56
63,02:35:49,37.91,95.0,1.0,-57.09
64,02:35:50,38.44,95.0,1.0,-56.56
65,02:35:51,38.91,95.0,1.0,-56.09
66,02:35:52,39.37,95.0,1.0,-55.63
67,02:35:52,39.92,95.0,1.0,-55.08
68,02:35:53,40.4,95.0,1.0,-54.6
69,02:35:54,40.88,95.0,1.0,-54.12
70,02:35:55,41.43,95.0,1.0,-53.57
71,02:35:56,41.91,95.0,1.0,-53.09
72,02:35:57,42.46,95.0,1.0,-52.54
73,02:35:58,42.91,95.0,1.0,-52.09
74,02:35:59,43.41,95.0,1.0,-51.59
75,02:36:00,43.97,95.0,1.0,-51.03
76,02:36:01,44.47,95.0,1.0,-50.53
77,02:36:02,44.94,95.0,1.0,-50.06
78,02:36:03,45.49,95.0,1.0,-49.51
79,02:36:04,45.97,95.0,1.0,-49.03
80,02:36:05,46.46,95.0,1.0,-48.54
81,02:36:06,47.01,95.0,1.0,-47.99
82,02:36:07,47.47,95.0,1.0,-47.53
83,02:36:08,48.01,95.0,1.0,-46.99
84,02:36:09,48.47,95.0,1.0,-46.53
85,02:36:10,48.91,95.0,1.0,-46.09
86,02:36:11,49.46,95.0,1.0,-45.54
87,02:36:12,49.91,95.0,1.0,-45.09
88,02:36:13,50.38,95.0,1.0,-44.62
89,02:36:14,50.88,95.0,1.0,-44.12
90,02:36:14,51.38,95.0,1.0,-43.62
91,02:36:15,51.84,95.0,1.0,-43.16
92,02:36:16,52.29,95.0,1.0,-42.71
93,02:36:17,52.78,95.0,1.0,-42.22
94,02:36:18,53.28,95.0,1.0,-41.72
95,02:36:19,53.72,95.0,1.0,-41.28
96,02:36:20,54.22,95.0,1.0,-40.78
97,02:36:21,54.66,95.0,1.0,-40.34
98,02:36:22,55.09,95.0,1.0,-39.91
99,02:36:23,55.62,95.0,1.0,-39.38
100,02:36:24,56.06,95.0,1.0,-38.94
101,02:36:25,56.47,95.0,1.0,-38.53
102,02:36:26,56.93,95.0,1.0,-38.07
103,02:36:27,57.36,95.0,1.0,-37.64
104,02:36:28,57.9,95.0,1.0,-37.1
105,02:36:29,58.29,95.0,1.0,-36.71
106,02:36:30,58.72,95.0,1.0,-36.28
107,02:36:31,59.2,95.0,1.0,-35.8
108,02:36:32,59.59,95.0,1.0,-35.41
109,02:36:33,60.09,95.0,1.0,-34.91
110,02:36:34,60.5,95.0,1.0,-34.5
111,02:36:35,60.89,95.0,1.0,-34.11
112,02:36:35,61.34,95.0,1.0,-33.66
113,02:36:36,61.74,95.0,1.0,-33.26
114,02:36:37,62.19,95.0,1.0,-32.81
115,02:36:38,62.59,95.0,1.0,-32.41
116,02:36:39,63.01,95.0,1.0,-31.99
117,02:36:40,63.46,95.0,1.0,-31.54
118,02:36:41,63.83,95.0,1.0,-31.17
119,02:36:42,64.24,95.0,1.0,-30.76
120,02:36:43,64.63,95.0,1.0,-30.37
121,02:36:44,64.99,95.0,1.0,-30.01
122,02:36:45,65.47,95.0,1.0,-29.53
123,02:36:46,65.83,95.0,1.0,-29.17
124,02:36:47,66.2,95.0,1.0,-28.8
125,02:36:48,66.61,95.0,1.0,-28.39
126,02:36:49,66.98,95.0,1.0,-28.02
127,02:36:50,67.42,95.0,1.0,-27.58
128,02:36:51,67.74,95.0,1.0,-27.26
129,02:36:52,68.12,95.0,1.0,-26.88
130,02:36:53,68.53,95.0,1.0,-26.47
