passo,horario,temp_real,setpoint,acao,recompensa
1,03:35:35,31.99,25.0,-0.5,-6.99
2,03:35:36,31.94,25.0,-0.5,-6.94
3,03:35:37,31.92,25.0,-0.5,-6.92
4,03:35:38,31.87,25.0,-0.5,-6.87
5,03:35:39,31.83,25.0,-0.5,-6.83
6,03:35:40,31.81,25.0,-0.5,-6.81
7,03:35:41,31.74,25.0,-0.5,-6.74
8,03:35:42,31.66,25.0,-0.5,-6.66
9,03:35:43,31.62,25.0,-0.5,-6.62
10,03:35:44,31.59,25.0,-0.5,-6.59
11,03:35:45,31.55,25.0,-0.5,-6.55
12,03:35:46,31.47,25.0,-0.5,-6.47
13,03:35:47,31.39,25.0,-0.5,-6.39
14,03:35:48,31.0,25.0,-0.5,-6.0
15,03:35:49,31.3,25.0,-0.3,-6.3
16,03:35:49,31.23,25.0,-0.5,-6.23
17,03:35:50,31.14,25.0,-0.5,-6.14
18,03:35:51,31.1,25.0,-0.5,-6.1
19,03:35:52,31.02,25.0,-0.5,-6.02
20,03:35:53,30.92,95.0,0.878,-64.08
21,03:35:54,30.83,95.0,1.0,-64.17
22,03:35:55,30.76,95.0,1.0,-64.24
23,03:35:56,30.71,95.0,1.0,-64.29
24,03:35:57,30.64,95.0,1.0,-64.36
25,03:35:58,30.59,95.0,1.0,-64.41
26,03:35:59,30.56,95.0,1.0,-64.44
27,03:36:00,30.57,95.0,1.0,-64.43
28,03:36:01,30.61,95.0,1.0,-64.39
29,03:36:02,30.66,95.0,1.0,-64.34
30,03:36:03,30.76,95.0,1.0,-64.24
31,03:36:04,30.84,95.0,1.0,-64.16
32,03:36:05,30.99,95.0,1.0,-64.01
33,03:36:06,31.12,95.0,1.0,-63.88
34,03:36:07,31.3,95.0,1.0,-63.7
35,03:36:08,31.53,95.0,1.0,-63.47
36,03:36:09,31.75,95.0,1.0,-63.25
37,03:36:09,31.99,95.0,1.0,-63.01
38,03:36:10,32.25,95.0,1.0,-62.75
39,03:36:11,32.49,95.0,1.0,-62.51
40,03:36:12,32.84,95.0,1.0,-62.16
41,03:36:13,33.12,95.0,1.0,-61.88
42,03:36:14,33.42,95.0,1.0,-61.58
43,03:36:15,33.79,95.0,1.0,-61.21
44,03:36:16,34.14,95.0,1.0,-60.86
45,03:36:17,34.51,95.0,1.0,-60.49
46,03:36:18,34.86,95.0,1.0,-60.14
47,03:36:19,35.26,95.0,1.0,-59.74
48,03:36:20,35.67,95.0,1.0,-59.33
49,03:36:21,36.13,95.0,1.0,-58.87
50,03:36:22,36.66,95.0,1.0,-58.34
51,03:36:23,37.14,95.0,1.0,-57.86
52,03:36:24,37.53,95.0,1.0,-57.47
53,03:36:25,37.98,95.0,1.0,-57.02
54,03:36:26,38.41,95.0,1.0,-56.59
55,03:36:27,38.8,95.0,1.0,-56.2
56,03:36:28,39.34,95.0,1.0,-55.66
57,03:36:29,39.78,95.0,1.0,-55.22
58,03:36:30,40.28,95.0,1.0,-54.72
59,03:36:31,40.69,95.0,1.0,-54.31
60,03:36:32,41.16,95.0,1.0,-53.84
61,03:36:33,41.64,95.0,1.0,-53.36
62,03:36:34,42.06,95.0,1.0,-52.94
63,03:36:35,42.56,95.0,1.0,-52.44
64,03:36:36,43.03,95.0,1.0,-51.97
65,03:36:37,43.47,95.0,1.0,-51.53
66,03:36:38,43.97,95.0,1.0,-51.03
67,03:36:39,44.41,95.0,1.0,-50.59
68,03:36:40,44.94,95.0,1.0,-50.06
69,03:36:41,45.38,95.0,1.0,-49.62
70,03:36:42,45.84,95.0,1.0,-49.16
71,03:36:43,46.36,95.0,1.0,-48.64
72,03:36:44,47.03,95.0,1.0,-47.97
73,03:36:45,47.47,95.0,1.0,-47.53
74,03:36:46,47.97,95.0,1.0,-47.03
75,03:36:47,48.41,95.0,1.0,-46.59
