passo,horario,temp_real,setpoint,acao,recompensa
1,09:59:03,23.62,25.0,0.884,-1.38
2,09:59:04,23.62,25.0,0.884,-1.38
3,09:59:05,23.62,25.0,0.884,-1.38
4,09:59:06,23.62,25.0,0.884,-1.38
5,09:59:07,23.63,25.0,0.884,-1.37
6,09:59:08,23.67,25.0,0.884,-1.33
7,09:59:09,23.72,25.0,0.883,-1.28
8,09:59:10,23.82,25.0,0.883,-1.18
9,09:59:11,23.87,25.0,0.883,-1.13
10,09:59:12,24.01,25.0,0.883,-0.99
11,09:59:13,24.16,25.0,0.882,-0.84
12,09:59:14,24.31,25.0,0.882,-0.69
13,09:59:15,24.47,25.0,0.881,-0.53
14,09:59:16,24.69,25.0,0.881,-0.31
15,09:59:17,24.94,25.0,0.0,-0.06
16,09:59:18,25.17,25.0,0.0,-0.17
17,09:59:19,25.44,25.0,0.0,-0.44
18,09:59:20,25.67,25.0,-0.3,-0.67
19,09:59:21,25.93,25.0,-0.3,-0.93
20,09:59:21,26.19,95.0,1.0,-68.81
21,09:59:22,26.43,95.0,1.0,-68.57
22,09:59:23,26.69,95.0,1.0,-68.31
23,09:59:24,26.93,95.0,1.0,-68.07
24,09:59:25,27.19,95.0,1.0,-67.81
25,09:59:26,27.44,95.0,1.0,-67.56
26,09:59:27,27.69,95.0,1.0,-67.31
27,09:59:28,27.99,95.0,1.0,-67.01
28,09:59:29,28.26,95.0,1.0,-66.74
29,09:59:30,28.54,95.0,1.0,-66.46
30,09:59:31,28.89,95.0,1.0,-66.11
31,09:59:32,29.21,95.0,1.0,-65.79
32,09:59:33,29.58,95.0,1.0,-65.42
33,09:59:34,29.9,95.0,1.0,-65.1
34,09:59:35,30.25,95.0,1.0,-64.75
35,09:59:36,30.67,95.0,1.0,-64.33
36,09:59:37,31.06,95.0,1.0,-63.94
37,09:59:38,31.48,95.0,1.0,-63.52
38,09:59:39,31.91,95.0,1.0,-63.09
39,09:59:40,32.3,95.0,1.0,-62.7
40,09:59:41,32.78,95.0,1.0,-62.22
41,09:59:42,33.17,95.0,1.0,-61.83
42,09:59:43,33.66,95.0,1.0,-61.34
43,09:59:43,34.06,95.0,1.0,-60.94
44,09:59:44,34.59,95.0,1.0,-60.41
45,09:59:45,35.03,95.0,1.0,-59.97
46,09:59:46,35.47,95.0,1.0,-59.53
47,09:59:47,35.97,95.0,1.0,-59.03
48,09:59:48,36.41,95.0,1.0,-58.59
49,09:59:49,36.91,95.0,1.0,-58.09
