passo,horario,temp_real,setpoint,acao,recompensa
1,05:26:18,24.75,25.0,0.0,-0.25
2,05:26:19,24.75,25.0,0.0,-0.25
3,05:26:20,24.75,25.0,0.0,-0.25
4,05:26:21,24.75,25.0,0.0,-0.25
5,05:26:22,24.75,25.0,0.0,-0.25
6,05:26:23,24.75,25.0,0.0,-0.25
7,05:26:24,24.75,25.0,0.0,-0.25
8,05:26:25,24.75,25.0,0.0,-0.25
9,05:26:26,24.75,25.0,0.0,-0.25
10,05:26:27,24.75,25.0,0.0,-0.25
11,05:26:28,24.75,25.0,0.0,-0.25
12,05:26:29,24.75,25.0,0.0,-0.25
13,05:26:30,24.75,25.0,0.0,-0.25
14,05:26:31,24.75,25.0,0.0,-0.25
15,05:26:32,24.75,25.0,0.0,-0.25
16,05:26:33,24.75,25.0,0.0,-0.25
17,05:26:33,24.75,25.0,0.0,-0.25
18,05:26:34,24.75,25.0,0.0,-0.25
19,05:26:35,24.75,25.0,0.0,-0.25
20,05:26:36,24.75,95.0,1.0,-70.25
21,05:26:37,24.75,95.0,1.0,-70.25
22,05:26:38,24.75,95.0,1.0,-70.25
23,05:26:39,24.75,95.0,1.0,-70.25
24,05:26:40,24.76,95.0,1.0,-70.24
25,05:26:41,24.81,95.0,1.0,-70.19
26,05:26:42,24.86,95.0,1.0,-70.14
27,05:26:43,24.94,95.0,1.0,-70.06
28,05:26:44,25.05,95.0,1.0,-69.95
29,05:26:45,25.2,95.0,1.0,-69.8
30,05:26:46,25.34,95.0,1.0,-69.66
31,05:26:47,25.54,95.0,1.0,-69.46
32,05:26:48,25.72,95.0,1.0,-69.28
33,05:26:49,25.97,95.0,1.0,-69.03
34,05:26:50,26.19,95.0,1.0,-68.81
35,05:26:51,26.46,95.0,1.0,-68.54
36,05:26:52,26.76,95.0,1.0,-68.24
37,05:26:53,27.02,95.0,1.0,-67.98
38,05:26:54,27.36,95.0,1.0,-67.64
39,05:26:55,27.71,95.0,1.0,-67.29
40,05:26:56,28.03,95.0,1.0,-66.97
41,05:26:56,28.42,95.0,1.0,-66.58
42,05:26:57,28.81,95.0,1.0,-66.19
43,05:26:58,29.21,95.0,1.0,-65.79
44,05:26:59,29.56,95.0,1.0,-65.44
45,05:27:00,29.96,95.0,1.0,-65.04
46,05:27:01,30.41,95.0,1.0,-64.59
47,05:27:02,30.83,95.0,1.0,-64.17
48,05:27:03,31.23,95.0,1.0,-63.77
49,05:27:04,31.71,95.0,1.0,-63.29
50,05:27:05,32.1,95.0,1.0,-62.9
51,05:27:06,32.59,95.0,1.0,-62.41
52,05:27:07,33.03,95.0,1.0,-61.97
53,05:27:08,33.51,95.0,1.0,-61.49
54,05:27:09,34.01,95.0,1.0,-60.99
55,05:27:10,34.44,95.0,1.0,-60.56
56,05:27:11,34.97,95.0,1.0,-60.03
57,05:27:12,35.41,95.0,1.0,-59.59
58,05:27:13,35.89,95.0,1.0,-59.11
59,05:27:14,36.41,95.0,1.0,-58.59
60,05:27:15,36.89,95.0,1.0,-58.11
61,05:27:16,37.41,95.0,1.0,-57.59
62,05:27:16,37.89,95.0,1.0,-57.11
63,05:27:17,38.38,95.0,1.0,-56.62
64,05:27:18,38.92,95.0,1.0,-56.08
65,05:27:19,39.41,95.0,1.0,-55.59
66,05:27:20,39.96,95.0,1.0,-55.04
67,05:27:21,40.41,95.0,1.0,-54.59
68,05:27:22,40.89,95.0,1.0,-54.11
69,05:27:23,41.44,95.0,1.0,-53.56
70,05:27:24,41.92,95.0,1.0,-53.08
71,05:27:25,42.4,95.0,1.0,-52.6
72,05:27:26,42.95,95.0,1.0,-52.05
73,05:27:27,43.43,95.0,1.0,-51.57
74,05:27:28,43.98,95.0,1.0,-51.02
75,05:27:29,44.46,95.0,1.0,-50.54
76,05:27:30,44.91,95.0,1.0,-50.09
77,05:27:31,45.46,95.0,1.0,-49.54
78,05:27:32,45.94,95.0,1.0,-49.06
79,05:27:33,46.47,95.0,1.0,-48.53
80,05:27:34,46.95,95.0,1.0,-48.05
81,05:27:35,47.46,95.0,1.0,-47.54
82,05:27:36,47.97,95.0,1.0,-47.03
83,05:27:37,48.42,95.0,1.0,-46.58
84,05:27:37,48.97,95.0,1.0,-46.03
