passo,horario,temp_real,setpoint,acao,recompensa
1,03:21:22,31.37,25.0,0.877,-6.37
2,03:21:23,31.37,25.0,0.877,-6.37
3,03:21:24,31.33,25.0,0.877,-6.33
4,03:21:25,31.27,25.0,0.877,-6.27
5,03:21:26,31.25,25.0,0.878,-6.25
6,03:21:27,31.29,25.0,0.878,-6.29
7,03:21:28,31.31,25.0,0.877,-6.31
8,03:21:29,31.31,25.0,0.877,-6.31
9,03:21:30,31.38,25.0,0.877,-6.38
10,03:21:31,31.47,25.0,0.876,-6.47
11,03:21:32,31.59,25.0,0.876,-6.59
12,03:21:32,31.72,25.0,0.875,-6.72
13,03:21:33,31.82,25.0,0.875,-6.82
14,03:21:34,32.0,25.0,0.875,-7.0
15,03:21:35,32.17,25.0,0.875,-7.17
16,03:21:36,32.38,25.0,0.874,-7.38
17,03:21:37,32.55,25.0,0.874,-7.55
18,03:21:38,32.75,25.0,0.874,-7.75
19,03:21:39,33.03,25.0,0.873,-8.03
20,03:21:40,33.28,95.0,0.872,-61.72
21,03:21:41,33.56,95.0,1.0,-61.44
22,03:21:42,33.81,95.0,1.0,-61.19
23,03:21:43,34.11,95.0,1.0,-60.89
24,03:21:44,34.43,95.0,1.0,-60.57
25,03:21:45,34.7,95.0,1.0,-60.3
26,03:21:46,35.05,95.0,1.0,-59.95
27,03:21:47,35.36,95.0,1.0,-59.64
28,03:21:48,35.71,95.0,1.0,-59.29
29,03:21:49,36.11,95.0,1.0,-58.89
30,03:21:50,36.46,95.0,1.0,-58.54
31,03:21:51,36.86,95.0,1.0,-58.14
32,03:21:52,37.19,95.0,1.0,-57.81
33,03:21:53,37.53,95.0,1.0,-57.47
34,03:21:53,38.01,95.0,1.0,-56.99
35,03:21:54,38.38,95.0,1.0,-56.62
36,03:21:55,38.77,95.0,1.0,-56.23
37,03:21:56,39.22,95.0,1.0,-55.78
38,03:21:57,39.61,95.0,1.0,-55.39
39,03:21:58,40.09,95.0,1.0,-54.91
40,03:21:59,40.49,95.0,1.0,-54.51
41,03:22:00,40.91,95.0,1.0,-54.09
42,03:22:01,41.41,95.0,1.0,-53.59
43,03:22:02,41.82,95.0,1.0,-53.18
44,03:22:03,42.28,95.0,1.0,-52.72
45,03:22:04,42.72,95.0,1.0,-52.28
46,03:22:05,43.16,95.0,1.0,-51.84
47,03:22:06,43.66,95.0,1.0,-51.34
48,03:22:07,44.09,95.0,1.0,-50.91
49,03:22:08,44.59,95.0,1.0,-50.41
50,03:22:09,45.03,95.0,1.0,-49.97
51,03:22:10,45.47,95.0,1.0,-49.53
52,03:22:11,45.97,95.0,1.0,-49.03
53,03:22:12,46.41,95.0,1.0,-48.59
54,03:22:13,46.91,95.0,1.0,-48.09
55,03:22:14,47.34,95.0,1.0,-47.66
56,03:22:14,47.78,95.0,1.0,-47.22
